"id_text","id_line","label","lemma","base","skip","entry"
"P228105",14,"o i 12'","ašita[equipment]N","{ŋeš}a₂-šita₄",0,"ašita[equipment]N"
"P271301",456,"r iv 37","DUB.du₃[~vehicle]N šar₂(|SAL+U|)-ra[NA]NA","{ŋeš}kišib₃-du₃ šar₂(|SAL+U|)-ra",0,"DUB.du₃[~vehicle]N_šar₂(|SAL+U|)-ra[NA]NA"
"P370399",158,"o v 12'","sugin[rot]N","{ŋeš}sugin",0,"sugin[rot]N"
"Q000039",25,"23","lam[tree]N","{ŋeš}lam",0,"lam[tree]N"
"P271911",87,"unknown","unknown","unknown",1,"unknown"
"Q000039",185,"154","ba[tool]N še[barley]N","{ŋeš}ba še",0,"ba[tool]N_še[barley]N"
"Q000039",258,"222","ŋešnud[bed]N ur₄-ma[NA]NA","ŋeš-nud ur₄-ma",0,"ŋešnud[bed]N_ur₄-ma[NA]NA"
"Q000039",339,"299","si[horn]N ma[ship]N","{ŋeš}si ma₂",0,"si[horn]N_ma[ship]N"
"P437074",34,"b i 2'","x[NA]NA","x",0,"x[NA]NA"
"P388265",59,"iii 8","lamtur[nut]N","{ŋeš}lam-tur",0,"lamtur[nut]N"
"P247864",419,"o vii 38'","guza[chair]N gid[long]V/i","{ŋeš}gu-za gid₂",0,"guza[chair]N_gid[long]V/i"
"P332934",345,"r iv 2","gigir[chariot]N","{ŋeš}gigir",0,"gigir[chariot]N"
"Q000039",636,"570","aga[ax]N aʾašŋar[ax]N","{ŋeš}aga a₂-aš-ŋar",0,"aga[ax]N_aʾašŋar[ax]N"
"Q000039",584,"525b","ŋeš[tree]N min[two]NU giŋ[unit]N","ŋeš min giŋ₄",0,"ŋeš[tree]N_min[two]NU_giŋ[unit]N"
"P273880",325,"b iii 53","x[NA]NA","x",0,"x[NA]NA"
"P271301",80,"o ii 28","manu[wood]N šu[hand]N ak[do]V/t","{ŋeš}ma-nu šu ak",0,"manu[wood]N_šu[hand]N_ak[do]V/t"
"P271771",85,"o v 15","{ŋeš}u₃-ŋa₂-la₂[NA]NA","{ŋeš}u₃-ŋa₂-la₂",0,"{ŋeš}u₃-ŋa₂-la₂[NA]NA"
"P271301",198,"o iv 32","asal[poplar]N kur[mountain]N","{ŋeš}asal₂ kur",0,"asal[poplar]N_kur[mountain]N"
"P332939",65,"r ii' 9'","gag[nail]N umbin[wheel]N margida[cart]N","{ŋeš}gag umbin mar-gid₂-da",0,"gag[nail]N_umbin[wheel]N_margida[cart]N"
"P271301",157,"o iii 45","ŋešnimbar[palm]N izi[fire]N gu[eat]V/t","{ŋeš}ŋešnimbar izi gu₇",0,"ŋešnimbar[palm]N_izi[fire]N_gu[eat]V/t"
"P273880",94,"a iii 32'","sudin[~chariot]N gigir[chariot]N","{ŋeš}su-din gigir",0,"sudin[~chariot]N_gigir[chariot]N"
"P253866",79,"o iii 12'","innušugura[chopper]N","{ŋeš}in-nu-šu-gur₁₀-a",0,"innušugura[chopper]N"
"P247864",89,"o ii 26","ŠU.KAL[tree]N","{ŋeš}|ŠU.KAL|",0,"ŠU.KAL[tree]N"
"P273880",64,"a ii 46'","umbin[wheel]N gagsila[harness]N","{ŋeš}umbin gag-sal₄",0,"umbin[wheel]N_gagsila[harness]N"
"P250736",275,"r iii 36","kag[mouth]N burud[perforate]V/t","ka buru₃",0,"kag[mouth]N_burud[perforate]V/t"
"P347814",37,"a ii 8'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P272243",36,"r i 16","ŋešnimbar[palm]N uhin[date]N x[NA]NA","{ŋeš}ŋešnimbar u₄-hi-in x",0,"ŋešnimbar[palm]N_uhin[date]N_x[NA]NA"
"Q000039",552,"496","tukul[weapon]N","{ŋeš}tukul",0,"tukul[weapon]N"
"P447996",138,"r i 20","{ŋeš}x[NA]NA KU-KU[NA]NA ŋešnimbar[palm]N","{ŋeš}x KU-KU ŋešnimbar",0,"{ŋeš}x[NA]NA_KU-KU[NA]NA_ŋešnimbar[palm]N"
"P459216",107,"r i 12'","saŋ[head]N guza[chair]N","{ŋeš}saŋ gu-za",0,"saŋ[head]N_guza[chair]N"
"P271771",72,"o v 2","gizulumma[nettle?]N","{ŋeš}gi-zu₂-lum-ma",0,"gizulumma[nettle?]N"
"P271301",387,"r iii 20","si[horn]N ma[ship]N","{ŋeš}si ma₂",0,"si[horn]N_ma[ship]N"
"P271320",11,"unknown","unknown","unknown",1,"unknown"
"Q000039",129,"106","asal[poplar]N kur[mountain]N","{ŋeš}asal₂ kur",0,"asal[poplar]N_kur[mountain]N"
"P459217",4,"i 3'","ŋeštin[vine]N","{ŋeš}ŋeštin",0,"ŋeštin[vine]N"
"Q000039",773,"702","e[house]N zana[doll]N","{ŋeš}e₂ za-na",0,"e[house]N_zana[doll]N"
"P447996",81,"o v 6","hašhur[apple]N še[barley]N eštub[carp]N","{ŋeš}hašhur še eštub",0,"hašhur[apple]N_še[barley]N_eštub[carp]N"
"P370399",198,"o vii 10'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P347814",152,"c i 7'","x-bal[NA]NA","x-bal",0,"x-bal[NA]NA"
"P459218",24,"o ii 3'","barbar[shuttle]N","{ŋeš}bar-bar",0,"barbar[shuttle]N"
"P388265",336,"r v 21","gimuš[pole]N","{ŋeš}gi-muš",0,"gimuš[pole]N"
"Q000039",608,"547a","dala[thorn]N","{ŋeš}dala₂(|IGI.NI|)",0,"dala[thorn]N"
"P492330",4,"o i 2","saŋkul[bolt]N la[hang]V/t","{ŋeš}saŋ-kul la₂-la₂",0,"saŋkul[bolt]N_la[hang]V/t"
"Q000039",439,"392","dula[depth]N ig[door]N","{ŋeš}dun₃-la₂ ig",0,"dula[depth]N_ig[door]N"
"Q000039",377,"334","sulummar[rope]N gigir[chariot]N","{ŋeš}su-lum-mar gigir",0,"sulummar[rope]N_gigir[chariot]N"
"P247864",321,"o vi 5","tukul[weapon]N diŋir[deity]N","{ŋeš}tukul diŋir",0,"tukul[weapon]N_diŋir[deity]N"
"P271301",166,"o iii 54","andul[shade]N nud[lie]V/t ŋešnimbar[palm]N","{ŋeš}an-dul nud ŋešnimbar",0,"andul[shade]N_nud[lie]V/t_ŋešnimbar[palm]N"
"P271911",384,"unknown","unknown","unknown",1,"unknown"
"P271911",495,"unknown","unknown","unknown",1,"unknown"
"Q000001",77,"77","udu[sheep]N ki[place]N ŋar[place]V/t","udu ki ŋar",0,"udu[sheep]N_ki[place]N_ŋar[place]V/t"
"X100003",20,"r 4","ŋeštinguruma[~vine]N","{ŋeš}ŋeštin-gurum-ma",0,"ŋeštinguruma[~vine]N"
"P253899",3,"o 2","lamtur[nut]N","{ŋeš}lam-tur",0,"lamtur[nut]N"
"Q000001",91,"91","udu[sheep]N sikil[pure]V/i","udu sikil",0,"udu[sheep]N_sikil[pure]V/i"
"P271301",166,"o iii 54","andul[shade]N nud[lie]V/t ŋešnimbar[palm]N","{ŋeš}an-dul nud ŋešnimbar",0,"andul[shade]N_nud[lie]V/t_ŋešnimbar[palm]N"
"P346714",7,"r i 03'","mud[tube]N gigir[chariot]N","{ŋeš}mud gigir",0,"mud[tube]N_gigir[chariot]N"
"P250736",131,"o iv 24","gi[reed]N tur[small]V/i","gi tur-tur",0,"gi[reed]N_tur[small]V/i"
"P388265",397,"r vi 38","{ŋeš}ma-dim-ma[NA]NA","{ŋeš}ma-dim-ma",0,"{ŋeš}ma-dim-ma[NA]NA"
"P447996",177,"r ii 14","ma[ship]N gal[big]V/i","{ŋeš}ma₂ gal-gal",0,"ma[ship]N_gal[big]V/i"
"P332934",111,"o ii 28","KID.da[twig]N","{ŋeš}šed-du",0,"KID.da[twig]N"
"P347814",275,"d ii 3'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P347516",3,"o 2","ŋeš.nud.AŠ.nud[bed]N","ŋeš-nud-AŠ-nud",0,"ŋeš.nud.AŠ.nud[bed]N"
"P273880",549,"c iii 34","ŋešnimbar[palm]N x[NA]NA","{ŋeš}ŋešnimbar x",0,"ŋešnimbar[palm]N_x[NA]NA"
"P388265",349,"unknown","unknown","unknown",6,"unknown"
"P349893",4,"4","madal[pole]N","{ŋeš}mudla(BU)",0,"madal[pole]N"
"P349171",5,"unknown","unknown","unknown",999,"unknown"
"P332934",178,"o iii 14","ŋešnimbar[palm]N šeŋ[cook]V/t","{ŋeš}ŋešnimbar šeŋ₆",0,"ŋešnimbar[palm]N_šeŋ[cook]V/t"
"P437074",145,"c i 10'","ŋešnud[bed]N umbin[nail]N","ŋeš-nud umbin",0,"ŋešnud[bed]N_umbin[nail]N"
"P271301",390,"r iii 23","dim[post]N ma[ship]N","{ŋeš}dim₃ ma₂",0,"dim[post]N_ma[ship]N"
"P253233",23,"o ii 6","banmin[vessel]N","{ŋeš}{+ba-an}banmin",0,"banmin[vessel]N"
"P447996",208,"r iii 9","x-du₃[NA]NA","x-du₃",0,"x-du₃[NA]NA"
"P271320",28,"unknown","unknown","unknown",999,"unknown"
"Q000039",326,"288","Maʾana[1]ON","{ŋeš}ma₂-an-na",0,"Maʾana[1]ON"
"P273880",69,"unknown","unknown","unknown",999,"unknown"
"P271320",62,"r ii' 10'","igi[eye]N margida[cart]N","{ŋeš}igi mar-gid₂-da",0,"igi[eye]N_margida[cart]N"
"P332930",4,"o 2","magur[barge]N","{ŋeš}ma₂-gur",0,"magur[barge]N"
"P228096",13,"o i 11","garig[comb]N","{ŋeš}ga-rig₂",0,"garig[comb]N"
"Q000001",462,"460","uzu[flesh]N terzum[presentation]N","uzu te-er-zum",0,"uzu[flesh]N_terzum[presentation]N"
"P271771",80,"o v 10","si[horn]N saŋ-NA[NA]NA","{ŋeš}si saŋ-NA",0,"si[horn]N_saŋ-NA[NA]NA"
"P253228",66,"r ii 5'","{ŋeš}x[NA]NA x[NA]NA","{ŋeš}x x",0,"{ŋeš}x[NA]NA_x[NA]NA"
"P332934",353,"r iv 10","{ŋeš}šu-mar[NA]NA gigir[chariot]N","{ŋeš}šu-mar gigir",0,"{ŋeš}šu-mar[NA]NA_gigir[chariot]N"
"P273880",178,"unknown","unknown","unknown",8,"unknown"
"P253866",28,"o i 23'","ig[door]N dib[board]N","{ŋeš}ig dib",0,"ig[door]N_dib[board]N"
"Q000039",515,"460b","gag[nail]N muš[snake]N apin[plow]N","{ŋeš}gag muš apin",0,"gag[nail]N_muš[snake]N_apin[plow]N"
"P271320",16,"unknown","unknown","unknown",1,"unknown"
"Q000039",444,"395","nukušu[~door]N","{ŋeš}nu-kuš₂-u₃",0,"nukušu[~door]N"
"P228105",5,"o i 3'","namulum[wooden-object]N","{ŋeš}na-mu-ul-lum",0,"namulum[wooden-object]N"
"P332934",91,"o ii 8","manu[wood]N gibil[firewood]N ak[do]V/t","{ŋeš}ma-nu gibil ak",0,"manu[wood]N_gibil[firewood]N_ak[do]V/t"
"P388265",196,"r ii 23","mar[shovel]N sa[bundle]N","{ŋeš}mar sa",0,"mar[shovel]N_sa[bundle]N"
"P273880",71,"a iii 2'","kigub[station]N margida[cart]N","{ŋeš}ki-gub mar-gid₂-da",0,"kigub[station]N_margida[cart]N"
"P273880",142,"a iv 39'","guza[chair]N x[NA]NA","{ŋeš}gu-za x",0,"guza[chair]N_x[NA]NA"
"Q000039",20,"18","šinig[tamarisk]N","{ŋeš}šinig",0,"šinig[tamarisk]N"
"P370399",136,"o iv 33'","ig[door]N uma[triumph]N","{ŋeš}ig u₃-ma",0,"ig[door]N_uma[triumph]N"
"P247864",435,"o vii 54'","guza[chair]N mušlah[charmer]N","{ŋeš}gu-za muš-lahₓ(DU)",0,"guza[chair]N_mušlah[charmer]N"
"P253233",23,"o ii 6","banmin[vessel]N","{ŋeš}{+ba-an}banmin",0,"banmin[vessel]N"
"P346714",145,"unknown","unknown","unknown",1,"unknown"
"P346872",2,"o 1","na[box]N","{ŋeš}na₅",0,"na[box]N"
"P235262",14,"a i 10'","hašhur[apple]N damšelum[plant]N","{ŋeš}hašhur dam-ši-lum",0,"hašhur[apple]N_damšelum[plant]N"
"P437074",88,"b ii 12''","guza[chair]N sirda[cnne]N","{ŋeš}gu-za sir₃-da",0,"guza[chair]N_sirda[cnne]N"
"P247864",212,"o iv 23","{ŋeš}x-x-x[NA]NA","{ŋeš}x-x-x",0,"{ŋeš}x-x-x[NA]NA"
"P447996",189,"r ii 26","ma[ship]N tur[small]V/i","{ŋeš}ma₂ tur",0,"ma[ship]N_tur[small]V/i"
"P229426",3,"o 2","usur[suspend]V/t su-ru[NA]NA LA₂[NA]NA","sur₅ su-ru LA₂",0,"usur[suspend]V/t_su-ru[NA]NA_LA₂[NA]NA"
"P271301",242,"o v 15'","guza[chair]N","{ŋeš}gu-za",0,"guza[chair]N"
"P271301",244,"o v 17'","guza[chair]N sirda[cnne]N","{ŋeš}gu-za sir₃-da",0,"guza[chair]N_sirda[cnne]N"
"P346714",123,"r iv 03'","niŋ[thing]N ban[unit]N","{ŋeš}niŋ₂ ban₂",0,"niŋ[thing]N_ban[unit]N"
"Q000039",113,"91","su[fibers]N ŋešnimbar[palm]N","{ŋeš}su₁₁ ŋešnimbar",0,"su[fibers]N_ŋešnimbar[palm]N"
"P273880",432,"c i 37","kul[handle]N","{ŋeš}kul",0,"kul[handle]N"
"P459216",91,"iv 5'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P388265",330,"r v 15","alŋar[instrument]N","{ŋeš}al-ŋar",0,"alŋar[instrument]N"
"P250364",67,"o iv 7","al[hoe]N ki[place]N","{ŋeš}al ki",0,"al[hoe]N_ki[place]N"
"Q000039",700,"631","magaz[bench]N burud[perforate]V/t","{ŋeš}ma₂-gaz burudₓ(U)-burudₓ(U)",0,"magaz[bench]N_burud[perforate]V/t"
"P459217",97,"iv 19","tubala[harness]N ŋešnimbar[palm]N","{ŋeš}tubaₓ(TUG₂) ŋešnimbar",0,"tubala[harness]N_ŋešnimbar[palm]N"
"P247864",10,"o i 7","ŋešaʾabak[tree]N me-luh-ha[NA]NA","ŋeš-ab-ba me-luh-ha",0,"ŋešaʾabak[tree]N_me-luh-ha[NA]NA"
"P388265",198,"r ii 25","kul[handle]N mar[shovel]N","{ŋeš}kul mar",0,"kul[handle]N_mar[shovel]N"
"P247864",432,"o vii 51'","guza[chair]N saŋ[head]N nita[male]N","{ŋeš}gu-za saŋ nita₂",0,"guza[chair]N_saŋ[head]N_nita[male]N"
"P271911",536,"r iv 6","{x}KAL[NA]NA","{x}KAL",0,"{x}KAL[NA]NA"
"P247864",456,"r i 16","ŋešnud[bed]N šu[hand]N du[suitable]V/i","ŋeš-nud šu du₇",0,"ŋešnud[bed]N_šu[hand]N_du[suitable]V/i"
"P459216",15,"i 13","ŋeštinguruma[~vine]N","{ŋeš}ŋeštin-gurum-ma",0,"ŋeštinguruma[~vine]N"
"Q000001",449,"448","uzu[flesh]N ur[root]N","uzu ur₂",0,"uzu[flesh]N_ur[root]N"
"Q000039",653,"587","mar[shovel]N še[barley]N DU₃[NA]NA","{ŋeš}mar še DU₃",0,"mar[shovel]N_še[barley]N_DU₃[NA]NA"
"P235262",126,"unknown","unknown","unknown",999,"unknown"
