"id_text","id_line","label","lemma","base","skip","entry"
"P347516",4,"o 3","ŋešnud[bed]N kinud[bedroom]N","ŋeš-nud ki-nud",0,"ŋešnud[bed]N_kinud[bedroom]N"
"Q000039",664,"598","balaŋdi[instrument]N","{ŋeš}balaŋ-di",0,"balaŋdi[instrument]N"
"P247864",158,"o iii 32","gag[nail]N zara[pivot]N margida[cart]N","{ŋeš}gag za-ra mar-gid₂-da",0,"gag[nail]N_zara[pivot]N_margida[cart]N"
"P370399",113,"o iv 10'","DUB.du₃[~vehicle]N šag[heart]N","{ŋeš}ŠID šag₄",0,"DUB.du₃[~vehicle]N_šag[heart]N"
"P250736",89,"o iii 23","gigur[container]N innu[straw]N","gi-gur in-nu-da",0,"gigur[container]N_innu[straw]N"
"P271911",49,"unknown","unknown","unknown",1,"unknown"
"P271771",84,"o v 14","gilim[foliage]N abzu[water]N","{ŋeš}gu₂-gilim abzu",0,"gilim[foliage]N_abzu[water]N"
"P437074",78,"b ii 2''","x-bal[NA]NA","x-bal",0,"x-bal[NA]NA"
"P429503",19,"o i 16","ŋeštinzug[grape]N","{ŋeš}ŋeštin-zug₂",0,"ŋeštinzug[grape]N"
"P271911",480,"r iii 19","tukul[weapon]N zulum[date]N","tukul zu₂-lum",0,"tukul[weapon]N_zulum[date]N"
"P271771",65,"o iv 21","peš[frond]N ŋešnimbar[palm]N","{ŋeš}peš ŋešnimbar",0,"peš[frond]N_ŋešnimbar[palm]N"
"P273880",432,"c i 37","kul[handle]N","{ŋeš}kul",0,"kul[handle]N"
"P459225",8,"r i 3'","e[house]N pana[bow]N","{ŋeš}e₂ pana",0,"e[house]N_pana[bow]N"
"P437074",90,"b ii 14''","guza[chair]N zag[side]N us[follow]V/t","{ŋeš}gu-za zag us₂",0,"guza[chair]N_zag[side]N_us[follow]V/t"
"P247864",196,"o iv 7","gag[nail]N šudul[yoke]N gigir[chariot]N","{ŋeš}gag šu₂-dul₄ gigir",0,"gag[nail]N_šudul[yoke]N_gigir[chariot]N"
"P247864",148,"o iii 22","{ŋeš}gub-ba[NA]NA margida[cart]N","{ŋeš}gub-ba mar-gid₂-da",0,"{ŋeš}gub-ba[NA]NA_margida[cart]N"
"P346714",14,"r i 18'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
