"id_text","id_line","label","lemma","base","skip","entry"
"P429503",170,"r iii' 13'","{ŋeš}ta-ta[NA]NA margida[cart]N","{ŋeš}ta-ta mar-gid₂-da",0,"{ŋeš}ta-ta[NA]NA_margida[cart]N"
"Q000001",288,"288","urbara[wolf]N","ur-bar-ra",0,"urbara[wolf]N"
"P389511",12,"o 11","kamisarru[pear-tree]N","{ŋeš}ka-ma-sar-ru-um",0,"kamisarru[pear-tree]N"
"P273880",60,"a ii 34'","apin[plow]N kešed[bind]V/t","{ŋeš}apin keš₂-d·a",0,"apin[plow]N_kešed[bind]V/t"
"P247864",363,"o vi 47","banšur[table]N dilim[spoon]N","{ŋeš}banšur dilim₂",0,"banšur[table]N_dilim[spoon]N"
"P273880",328,"b iii 56","{ŋeš}$RU[NA]NA ra-x[NA]NA","{ŋeš}$RU ra-x",0,"{ŋeš}$RU[NA]NA_ra-x[NA]NA"
"P346714",83,"r iii 05'","ŋeškur[tree]N","ŋeš-kur",0,"ŋeškur[tree]N"
"P253233",74,"r iii 13'","girinum[plant]N","{ŋeš}gi-ri-num₂",0,"girinum[plant]N"
"P247864",147,"o iii 21","{ŋeš}|LAGAB×KUL|[NA]NA margida[cart]N","{ŋeš}|LAGAB×KUL| mar-gid₂-da",0,"{ŋeš}|LAGAB×KUL|[NA]NA_margida[cart]N"
"P459216",166,"r iii 33'","eškiri[rope]N","{ŋeš}eškiri₂",0,"eškiri[rope]N"
"Q000001",42,"42","udu[sheep]N si[horn]N min[two]NU la[hang]V/t","udu si min la₂",0,"udu[sheep]N_si[horn]N_min[two]NU_la[hang]V/t"
"P250736",232,"r ii 36","burzi[bowl]N utu[~cereal]N","{dug}bur-zi utu₂",0,"burzi[bowl]N_utu[~cereal]N"
"P271911",57,"o i 38'","suhur[tool]N gud[ox]N","suhur gud",0,"suhur[tool]N_gud[ox]N"
"Q000001",167,"167","kir[lamb]N gub[~sheep]V/t","kir₁₁ gub",0,"kir[lamb]N_gub[~sheep]V/t"
"P247864",287,"o v 35","{ŋeš}x-x[NA]NA","{ŋeš}x-x",0,"{ŋeš}x-x[NA]NA"
"P273880",158,"b i 1'","x-x[NA]NA","x-x",0,"x-x[NA]NA"
"P250736",98,"o iii 32","mansim[sieve]N niŋara[groats]N","{gi}ma-an-sim niŋ₂-ar₃-ra",0,"mansim[sieve]N_niŋara[groats]N"
"P459218",16,"o i 20'","šugi[bolt]N","{ŋeš}šu-ga",0,"šugi[bolt]N"
"P271911",119,"o ii 40","zub[stick]N","{+zu-u-bi}zubi",0,"zub[stick]N"
"P273880",622,"c iv 56","kur[wood]N","{ŋeš}kur",0,"kur[wood]N"
"P271911",93,"o ii 19","e[house]N balak[spindle]N","e₂ balak",0,"e[house]N_balak[spindle]N"
"P253866",84,"o iii 17'","ba[tool]N zu[stone]N","{ŋeš}ba zu₂",0,"ba[tool]N_zu[stone]N"
"P250736",145,"o iv 38","gi[reed]N DI-x[NA]NA","gi DI-x",0,"gi[reed]N_DI-x[NA]NA"
"P271911",385,"r ii 3","ala[drum]N","a₂-la₂",0,"ala[drum]N"
