"id_text","id_line","label","lemma","base","skip","entry"
"P459218",81,"o iii 32","gag[nail]N sala[~plow]N apin[plow]N","{ŋeš}gag sal-la apin",0,"gag[nail]N_sala[~plow]N_apin[plow]N"
"P429503",14,"o i 11","ŋeš[tree]N babbar[white]V/i","ŋeš babbar",0,"ŋeš[tree]N_babbar[white]V/i"
"P370399",140,"o iv 37'","ig[door]N egal[palace]N","{ŋeš}ig e₂-gal",0,"ig[door]N_egal[palace]N"
"P228096",10,"o i 8","nisiki[comb]N","{ŋeš}UMBIN",0,"nisiki[comb]N"
"P247864",34,"o i 31","x[NA]NA x-x[NA]NA","x x-x",0,"x[NA]NA_x-x[NA]NA"
"P253228",41,"r i 5","ŋipar[tree]N duru[wet]V/i","{ŋeš}ŋi₆-par₄ duru₅",0,"ŋipar[tree]N_duru[wet]V/i"
"P271301",296,"r i 24","ŋirigub[footstool]N","{ŋeš}ŋiri₃-gub",0,"ŋirigub[footstool]N"
"P437074",108,"b iii 12'","guza[chair]N kaskal[way]N","{ŋeš}gu-za kaskal",0,"guza[chair]N_kaskal[way]N"
"P459217",61,"iii 11","zirdum[olive]N","{ŋeš}zi₂-ir-du",0,"zirdum[olive]N"
"P271301",101,"o ii 49","KID.da[twig]N","{ŋeš}šed-da",0,"KID.da[twig]N"
"P388265",316,"r v 1","{ŋeš}x[NA]NA ma[ship]N","{ŋeš}x ma₂",0,"{ŋeš}x[NA]NA_ma[ship]N"
"P459216",56,"ii 24","girinum[plant]N","{ŋeš}gi-ri-num₂",0,"girinum[plant]N"
"P271320",57,"r ii' 6'","gag[nail]N sudin[bat]N margida[cart]N","{ŋeš}gag su-din mar-gid₂-da",0,"gag[nail]N_sudin[bat]N_margida[cart]N"
"P370399",7,"o i 4'","x[NA]NA ŋešnimbar[palm]N","x ŋešnimbar",0,"x[NA]NA_ŋešnimbar[palm]N"
"P437074",120,"b iii 6''","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P273880",262,"b ii 55","epig[drinking-vessel]N x[NA]NA","{ŋeš}epig x",0,"epig[drinking-vessel]N_x[NA]NA"
"P429503",19,"o i 16","ŋeštinzug[grape]N","{ŋeš}ŋeštin-zug₂",0,"ŋeštinzug[grape]N"
"P388265",196,"r ii 23","mar[shovel]N sa[bundle]N","{ŋeš}mar sa",0,"mar[shovel]N_sa[bundle]N"
"P459218",90,"o iv 8","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P459216",175,"r iv 7'","zara[pivot]N gagsila[harness]N","{ŋeš}za-ra gag-sal₄",0,"zara[pivot]N_gagsila[harness]N"
"P459216",91,"iv 5'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P459218",101,"o iv 22","al[hoe]N zu[tooth]N eš[three]NU","{ŋeš}al zu₂ eš₅",0,"al[hoe]N_zu[tooth]N_eš[three]NU"
"P346714",181,"r vi 02'","x-muš[NA]NA","x-muš",0,"x-muš[NA]NA"
"P253233",40,"r i 8'","šedug[tree]N","{ŋeš}še-dug₃",0,"šedug[tree]N"
"P247864",225,"o iv 36","saŋkul[bolt]N ig[door]N","{ŋeš}sag-gul ig",0,"saŋkul[bolt]N_ig[door]N"
"P429504",30,"o iii' 11","zutianum[tree]N","{ŋeš}zi-iʾ-ia-nu-um",0,"zutianum[tree]N"
"P250736",248,"r iii 9","epig[vessel]N","{dug}epig",0,"epig[vessel]N"
"P273880",255,"b ii 48","ŋeš[tree]N diš[one]NU giŋ[unit]N","ŋeš diš giŋ₄",0,"ŋeš[tree]N_diš[one]NU_giŋ[unit]N"
"P273880",154,"a iv 51'","guza[chair]N nud[to-lie-down-(of-people)]V/i du[build]V/t","{ŋeš}gu-za nud du₃",0,"guza[chair]N_nud[to-lie-down-(of-people)]V/i_du[build]V/t"
"P332934",197,"o iii 33","ŋešnimbar[palm]N ŋeštin[vine]N","{ŋeš}ŋešnimbar ŋeštin",0,"ŋešnimbar[palm]N_ŋeštin[vine]N"
"P273880",698,"d ii 41'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P271911",511,"r iii 43","x[NA]NA limmu[four]NU","x limmu₂",0,"x[NA]NA_limmu[four]NU"
"P459217",154,"unknown","unknown","unknown",11,"unknown"
"P250364",111,"r i 11'","{ŋeš}x-x[NA]NA","{ŋeš}x-x",0,"{ŋeš}x-x[NA]NA"
"P271911",554,"r iv 20","magaz[bench]N","nam-gaz",0,"magaz[bench]N"
"P388330",12,"r 10","peš[fig]N","{ŋeš}peš₃",0,"peš[fig]N"
"P273880",588,"unknown","unknown","unknown",2,"unknown"
"P250736",100,"o iii 34","mansim[sieve]N dabin[semolina]N","{gi}ma-an-sim dabin",0,"mansim[sieve]N_dabin[semolina]N"
"P250736",41,"o ii 13","haz[cover]N","{gi}ha-az",0,"haz[cover]N"
"Q000039",453,"404","siŋar[bolt]N guʾe[textile]N","{ŋeš}si-ŋar gu₂-e₃",0,"siŋar[bolt]N_guʾe[textile]N"
"P273880",612,"c iv 46","maš[plant]N","{ŋeš}maš",0,"maš[plant]N"
"Q000039",716,"647","ŋisal[rudder]N ŋiri[foot]N","{ŋeš}ŋisal ŋiri₃",0,"ŋisal[rudder]N_ŋiri[foot]N"
"P492330",38,"r i 8'","{ŋeš}a-x[NA]NA","{ŋeš}a-x",0,"{ŋeš}a-x[NA]NA"
"P347814",142,"b ii 26'","dim[post]N","{ŋeš}dim₃",0,"dim[post]N"
"P346714",13,"r i 17'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P250736",128,"o iv 21","dur[ax]N dili[single]V/i","{gi}dur₁₀ dili",0,"dur[ax]N_dili[single]V/i"
"P271301",191,"o iv 25","kita[basket]N ŋešnimbar[palm]N","{ŋeš}ŋa₂-da ŋešnimbar",0,"kita[basket]N_ŋešnimbar[palm]N"
"P271301",198,"o iv 32","asal[poplar]N kur[mountain]N","{ŋeš}asal₂ kur",0,"asal[poplar]N_kur[mountain]N"
"P250736",34,"o ii 6","enbar[reed]N id[river]N","{gi}en₃-bar id₂",0,"enbar[reed]N_id[river]N"
"P347814",37,"a ii 8'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P272243",16,"o i' 12'","ŋešnimbar[palm]N šab[cut]V/t","{ŋeš}ŋešnimbar šab",0,"ŋešnimbar[palm]N_šab[cut]V/t"
