"id_text","id_line","label","lemma","base","skip","entry"
"P429503",65,"o iii 4","urzinum[tree]N","{ŋeš}ur₂-zi-nu-um",0,"urzinum[tree]N"
"Q000001",479,"476","uzu[flesh]N ellaŋgun[kidney]N","uzu ellaŋ₂-gun₃",0,"uzu[flesh]N_ellaŋgun[kidney]N"
"P271911",349,"r i 35'","mud[blood]N niŋgul[hatchet]N","mud niŋ₂-gul",0,"mud[blood]N_niŋgul[hatchet]N"
"P253238",7,"o 4'","šaršabid[tree]N","{ŋeš}šarₓ(NE)-ša₄-bid₃",0,"šaršabid[tree]N"
"P235262",67,"d i 10'","{ŋeš}ŋir₂[NA]NA madu[~boat]N","{ŋeš}ŋir₂ ma₂-du₃",0,"{ŋeš}ŋir₂[NA]NA_madu[~boat]N"
"P459216",71,"iii 10","{ŋeš}x[NA]NA ŋešnimbar[palm]N","{ŋeš}x ŋešnimbar",0,"{ŋeš}x[NA]NA_ŋešnimbar[palm]N"
"P273712",22,"r i 12","ušub[brick-mold]N šeg[brick]N","{ŋeš}u₃-šub šeg₁₂",0,"ušub[brick-mold]N_šeg[brick]N"
"P247864",302,"o v 50","{ŋeš}x-x[NA]NA ma[ship]N","{ŋeš}x-x ma₂",0,"{ŋeš}x-x[NA]NA_ma[ship]N"
"P271911",464,"r iii 2","gam[crook]N ŋiri[dagger]N ad.KID[weaver]N","{ŋeš}kin ŋiri₂ ad-KID",0,"gam[crook]N_ŋiri[dagger]N_ad.KID[weaver]N"
"P347814",180,"c i 36'","al[hoe]N zu[tooth]N eš[three]NU","{ŋeš}al zu₂ eš₅",0,"al[hoe]N_zu[tooth]N_eš[three]NU"
"P459218",102,"o iv 23","al[hoe]N zu[tooth]N limmu[four]NU","{ŋeš}al zu₂ limmu",0,"al[hoe]N_zu[tooth]N_limmu[four]NU"
"P253866",94,"o iii 30'","raba[clamp]N šu-x[NA]NA","{ŋeš}raba šu-x",0,"raba[clamp]N_šu-x[NA]NA"
"P250361",17,"o ii 5'","a[arm]N apin[plow]N","{ŋeš}a₂ apin",0,"a[arm]N_apin[plow]N"
"P250736",140,"o iv 33","kag[mouth]N gir[oven]N","ka gir₃",0,"kag[mouth]N_gir[oven]N"
"P271911",559,"r iv 24","nisiki[comb]N","MAŠ-LA-UMBIN",0,"nisiki[comb]N"
"P437074",77,"b ii 1''","x-x[NA]NA","x-x",0,"x-x[NA]NA"
"X100003",2,"o 1","taškarin[boxwood]N","{ŋeš}taškarin",0,"taškarin[boxwood]N"
"P459217",36,"ii 12'","ŋešaʾabak[tree]N","ŋeš-ab-ba",0,"ŋešaʾabak[tree]N"
"P271911",455,"r ii 55","gam[haft]N","kin",0,"gam[haft]N"
"P332934",217,"o iii 55","peš[frond]N ŋešnimbar[palm]N","{ŋeš}peš ŋešnimbar",0,"peš[frond]N_ŋešnimbar[palm]N"
"P388265",23,"i 25","{ŋeš}nam[NA]NA","{ŋeš}nam",0,"{ŋeš}nam[NA]NA"
"Q000001",480,"477","uzu[flesh]N ellaŋgun[kidney]N šag[heart]N","uzu ellaŋ₂-gun₃ šag₄",0,"uzu[flesh]N_ellaŋgun[kidney]N_šag[heart]N"
"P273880",113,"a iv 1'","nukušu[~door]N","{ŋeš}nu-kuš₂",0,"nukušu[~door]N"
"Q000001",470,"467","uzu[flesh]N ma-gi[NA]NA","uzu ma-gi",0,"uzu[flesh]N_ma-gi[NA]NA"
"P459231",2,"o 1","{ŋeš}x-x[NA]NA gigir[chariot]N","{ŋeš}x-x gigir",0,"{ŋeš}x-x[NA]NA_gigir[chariot]N"
"Q000039",35,"29","šimgig[tree]N","{ŋeš}šim-gig",0,"šimgig[tree]N"
"P271320",39,"r i' 6'","kun[tail]N gigir[chariot]N","{ŋeš}kun gigir",0,"kun[tail]N_gigir[chariot]N"
"P447996",115,"o v 40","ŋešnimbar[palm]N šeŋ[cook]V/t","{ŋeš}ŋešnimbar šeŋ₆",0,"ŋešnimbar[palm]N_šeŋ[cook]V/t"
"P271911",323,"r i 13'","illar[weapon]N","{+il-le-el}illar",0,"illar[weapon]N"
"P273712",3,"o 2'","ŋešrin[scales]N 1(aš)[NA]NA gun[load]N","ŋeš-rin₂ 1(aš) gun",0,"ŋešrin[scales]N_1(aš)[NA]NA_gun[load]N"
"P271320",58,"unknown","unknown","unknown",1,"unknown"
"P347814",185,"c i 41'","ušub[brick-mold]N šeg[brick]N alura[baked]AJ","{ŋeš}u₃-šub šeg₁₂ al-ur₃-ra",0,"ušub[brick-mold]N_šeg[brick]N_alura[baked]AJ"
"P346714",158,"r iv 41'","gag[nail]N šu[NA]NA eš[three]NU","{ŋeš}gag šu eš",0,"gag[nail]N_šu[NA]NA_eš[three]NU"
"P247864",30,"o i 27","murdinum[bramble]N","{ŋeš}mur-di-nu-um",0,"murdinum[bramble]N"
"P253228",6,"o i 3","zu[tooth]N al[hoe]N","{ŋeš}zu₂ al",0,"zu[tooth]N_al[hoe]N"
"P346714",166,"r v 02'","mar[shovel]N ninda[bread]N gur[thick]V/i","{ŋeš}mar ninda gur₄",0,"mar[shovel]N_ninda[bread]N_gur[thick]V/i"
"P247864",153,"o iii 27","{ŋeš}x-x[NA]NA margida[cart]N","{ŋeš}x-x mar-gid₂-da",0,"{ŋeš}x-x[NA]NA_margida[cart]N"
"Q000001",476,"473","uzu[flesh]N nikid[~food]N","uzu ni₂-kid₂",0,"uzu[flesh]N_nikid[~food]N"
"P370399",111,"o iv 8'","DUB.du₃[~vehicle]N ŋar[place]V/t","{ŋeš}ŠID ŋar",0,"DUB.du₃[~vehicle]N_ŋar[place]V/t"
"Q000039",530,"474","damga[~plow]N","{ŋeš}da-an-ga",0,"damga[~plow]N"
