"id_text","id_line","label","lemma","base","skip","entry"
"P271911",335,"r i 23'","esad[trap]N","eš-bad₃",0,"esad[trap]N"
"P271301",252,"o v 25'","guza[chair]N barag[sanctum]N","{ŋeš}gu-za barag",0,"guza[chair]N_barag[sanctum]N"
"Q000039",490,"438","ŋešrin[scales]N aš[one]NU gun[load]N","ŋeš-rin₂ aš gun",0,"ŋešrin[scales]N_aš[one]NU_gun[load]N"
"P459218",118,"r i 4","kuŋ[stair]N","{ŋeš}kuŋ₄",0,"kuŋ[stair]N"
"P271911",187,"o iii 32'","sudin[bat]N apin[plow]N","su-din apin",0,"sudin[bat]N_apin[plow]N"
"Q000039",15,"13","hašhur[apple]N","{ŋeš}hašhur",0,"hašhur[apple]N"
"P370399",158,"o v 12'","sugin[rot]N","{ŋeš}sugin",0,"sugin[rot]N"
"Q000001",157,"157","sila[lamb]N igidu[gift]N","sila₄ igi-duh-a",0,"sila[lamb]N_igidu[gift]N"
"P332934",390,"r iv 24'","x[NA]NA margida[cart]N","x mar-gid₂-da",0,"x[NA]NA_margida[cart]N"
"P253238",12,"o 9'","usuh[tree]N tur[small]V/i","{ŋeš}u₃-suh₅ tur",0,"usuh[tree]N_tur[small]V/i"
"P429503",127,"r ii' 3'","ma[ship]N Ninazu[1]DN","{ŋeš}ma₂ {d}nin-a-zu",0,"ma[ship]N_Ninazu[1]DN"
"P271911",170,"unknown","unknown","unknown",1,"unknown"
"P247864",297,"o v 45","magur[barge]N","{ŋeš}ma₂-kar",0,"magur[barge]N"
"P271320",38,"r i' 5'","gabaŋal[guard]N gigir[chariot]N","{ŋeš}gaba-gal gigir",0,"gabaŋal[guard]N_gigir[chariot]N"
"Q000039",367,"325","gabar[herder]N","{ŋeš}kab-bar",0,"gabar[herder]N"
"Q000001",279,"279","muš[snake]N saŋkal[foremost]AJ","muš saŋ-kal",0,"muš[snake]N_saŋkal[foremost]AJ"
"P459226",40,"o iii 4'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P332934",170,"o iii 6","ŋešnimbar[palm]N x[NA]NA","{ŋeš}ŋešnimbar x",0,"ŋešnimbar[palm]N_x[NA]NA"
"P332934",67,"o i 11'","lamgal[nut]N","{ŋeš}lam-gal",0,"lamgal[nut]N"
"Q000001",37,"37","udu[sheep]N nim[high]V/i","udu nim-nim",0,"udu[sheep]N_nim[high]V/i"
"Q000001",493,"489","uzu[flesh]N sanimmara[back]N","uzu sa-nim-ma-ra",0,"uzu[flesh]N_sanimmara[back]N"
"P250364",20,"o i 17","gag[nail]N zara[pivot]N gigir[chariot]N","{ŋeš}gag za-ra gigir",0,"gag[nail]N_zara[pivot]N_gigir[chariot]N"
"Q000039",721,"650","gam[crook]N bulug.KIN.gur₄[lancet]N","{ŋeš}kab KIN-gur₄",0,"gam[crook]N_bulug.KIN.gur₄[lancet]N"
"P247864",123,"o ii 60","gag[nail]N ninda[seed-funnel]N apin[plow]N","{ŋeš}gag |NINDA₂×NUMUN| apin",0,"gag[nail]N_ninda[seed-funnel]N_apin[plow]N"
"P459218",117,"r i 3","gu[neck]N zirigum[irrigation-device]N","{ŋeš}gu₂ zi-ri₂-gum",0,"gu[neck]N_zirigum[irrigation-device]N"
"P388265",155,"r i 33","sugin[rot]N","{ŋeš}sugin",0,"sugin[rot]N"
"P253874",13,"unknown","unknown","unknown",2,"unknown"
"P347814",53,"a ii 24'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P250736",141,"o iv 34","gizi[reed]N","gi-zi",0,"gizi[reed]N"
"P253230",29,"o ii 7","apin[plow]N šudu[equipped]AJ","{ŋeš}apin šu-du₇",0,"apin[plow]N_šudu[equipped]AJ"
"P459218",95,"o iv 16","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P388265",426,"t.e. ii 5","arina[madder]N","{ŋeš}i-ri₉-na",0,"arina[madder]N"
"P229173",2,"o 1","mes[tree]N Meluhha[1]GN","{ŋeš}mes me-luh-ha",0,"mes[tree]N_Meluhha[1]GN"
"P492330",35,"r i 5'","{ŋeš}kar₂-x[NA]NA","{ŋeš}kar₂-x",0,"{ŋeš}kar₂-x[NA]NA"
"P332934",177,"o iii 13","ŋešnimbar[palm]N šeŋ[cook]V/t","{ŋeš}ŋešnimbar šeŋ₆",0,"ŋešnimbar[palm]N_šeŋ[cook]V/t"
"Q000039",207,"173","guza[chair]N namen[priesthood]N","{ŋeš}gu-za nam-en",0,"guza[chair]N_namen[priesthood]N"
"P250736",111,"o iv 4","bisaŋ[basket]N gid[long]V/i","{gi}bisaŋ gid₂",0,"bisaŋ[basket]N_gid[long]V/i"
"P437074",142,"c i 7'","ŋešnud[bed]N kinud[bedroom]N","ŋeš-nud ki-nud",0,"ŋešnud[bed]N_kinud[bedroom]N"
"Q000039",638,"572","{ŋeš}KID[NA]NA aʾašŋar[ax]N","{ŋeš}KID a₂-ŋar",0,"{ŋeš}KID[NA]NA_aʾašŋar[ax]N"
"Q000001",65,"65","udu[sheep]N sig[pluck]V/t","udu si-si-ga",0,"udu[sheep]N_sig[pluck]V/t"
"P271301",441,"r iv 22","zara[pivot]N gigir[chariot]N","{ŋeš}za-ra gigir",0,"zara[pivot]N_gigir[chariot]N"
"P247864",118,"o ii 55","ŋeštug[~plow]N apin[plow]N","{ŋeš}ŋeštug apin",0,"ŋeštug[~plow]N_apin[plow]N"
"P250736",169,"r i 23","zu[tooth]N hi[mix]V/t","{gi}zu₂ hi",0,"zu[tooth]N_hi[mix]V/t"
"P429503",113,"r i' 17'","buniŋ[trough]N x[NA]NA","{ŋeš}buniŋ x",0,"buniŋ[trough]N_x[NA]NA"
"P271911",486,"r iii 24","lirum[strength]N","lirum",0,"lirum[strength]N"
"P437074",41,"b i 2''","samana[tree]N","{ŋeš}sa-ma-num₂",0,"samana[tree]N"
"P250736",256,"r iii 17","{dug}URU[NA]NA TU-x[NA]NA","{dug}URU TU-x",0,"{dug}URU[NA]NA_TU-x[NA]NA"
"P271301",289,"r i 17","šuʾa[stool]N","{ŋeš}šuaₓ(|ŠU₂×(A.DIŠ)|)",0,"šuʾa[stool]N"
"P273880",288,"b iii 12","naŋa[mortar]N","{ŋeš}naŋa₃",0,"naŋa[mortar]N"
"P253228",52,"r i 16","ildag[poplar]N bur[spread]V/t","{ŋeš}ildag₂ bur-ra",0,"ildag[poplar]N_bur[spread]V/t"
"P273880",446,"c i 51","{ŋeš}x-ga[NA]NA","{ŋeš}x-ga",0,"{ŋeš}x-ga[NA]NA"
"Q000001",421,"420","uzu[flesh]N gubalŋešdua[hump]N","uzu gu₂-bal-ŋeš-du₃-a",0,"uzu[flesh]N_gubalŋešdua[hump]N"
"P271301",92,"o ii 40","tir[forest]N","{ŋeš}tir-tir",0,"tir[forest]N"
"P273880",446,"c i 51","{ŋeš}x-ga[NA]NA","{ŋeš}x-ga",0,"{ŋeš}x-ga[NA]NA"
"P492330",19,"o ii 2","tukul[weapon]N {ŋeš}bar-x[NA]NA","{ŋeš}tukul {ŋeš}bar-x",0,"tukul[weapon]N_{ŋeš}bar-x[NA]NA"
"P437074",51,"b i 12''","gizulumma[nettle?]N","{ŋeš}gi-zu₉-lum-ma",0,"gizulumma[nettle?]N"
"P235262",73,"d i 16'","ma[ship]N niš[twenty]NU gur[unit]N","{ŋeš}ma₂ niš gur",0,"ma[ship]N_niš[twenty]NU_gur[unit]N"
"P459216",73,"iii 12","{ŋeš}x-na[NA]NA ŋešnimbar[palm]N","{ŋeš}x-na ŋešnimbar",0,"{ŋeš}x-na[NA]NA_ŋešnimbar[palm]N"
"Q000001",378,"377","šah[pig]N","šah₂",0,"šah[pig]N"
"P332934",250,"o iv 21'","arina[madder]N","{ŋeš}i-ri-na",0,"arina[madder]N"
"P228596",10,"10","ebir[vessel-stand]N","{ŋeš}e-bi-ir",0,"ebir[vessel-stand]N"
"P271911",455,"r ii 55","gam[haft]N","kin",0,"gam[haft]N"
"P249794",12,"unknown","unknown","unknown",999,"unknown"
"P271301",240,"o v 13'","{ŋeš}gan-ešgiri-LUM[NA]NA","{ŋeš}gan-ešgiri-LUM",0,"{ŋeš}gan-ešgiri-LUM[NA]NA"
"Q000039",272,"236","umbin[base]N banšur[table]N","{ŋeš}umbin banšur",0,"umbin[base]N_banšur[table]N"
"Q000001",97,"97","udu[sheep]N sila[bait]N urbara[wolf]N","udu sila ur-bar-ra",0,"udu[sheep]N_sila[bait]N_urbara[wolf]N"
"P459218",76,"o iii 27","har[ring]N apin[plow]N","{ŋeš}har apin",0,"har[ring]N_apin[plow]N"
"P370399",158,"o v 12'","sugin[rot]N","{ŋeš}sugin",0,"sugin[rot]N"
"Q000039",761,"690","ŋeššu[manacles]N","ŋeš-šu",0,"ŋeššu[manacles]N"
"P332934",196,"o iii 32","ŋešnimbar[palm]N gurum[bend]V/t","{ŋeš}ŋešnimbar gurum",0,"ŋešnimbar[palm]N_gurum[bend]V/t"
"P250736",285,"r iv 3","x-x[NA]NA x-KA[NA]NA","x-x x-KA",0,"x-x[NA]NA_x-KA[NA]NA"
"P273880",599,"c iv 33","hilum[resin]N šagkal[tree]N","{ŋeš}hi-lum šag₄-kal",0,"hilum[resin]N_šagkal[tree]N"
"P250736",8,"o i 4","gi[reed]N gur[reap]V/t","gi gur₁₀",0,"gi[reed]N_gur[reap]V/t"
"P235262",66,"d i 9'","madu[~boat]N","{ŋeš}ma₂-du₃",0,"madu[~boat]N"
"P271911",316,"r i 7'","zamrutum[lance]N","za-ri₂-ša",0,"zamrutum[lance]N"
"P347814",25,"a i 40'","x-DU-DU[NA]NA","x-DU-DU",0,"x-DU-DU[NA]NA"
"P250363",18,"r 5","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P251778",2,"o 1","bad[leg]N","{ŋeš}bad",0,"bad[leg]N"
"P273880",674,"d ii 9'","ŋeš[tree]N mu-uš-za[NA]NA","ŋeš mu-uš-za",0,"ŋeš[tree]N_mu-uš-za[NA]NA"
"P388265",43,"ii 26","eš[tree]N","{ŋeš}eš₂₂",0,"eš[tree]N"
"P273880",668,"d ii 3'","ŋeš[tree]N dim[create]V/t","ŋeš dim₂",0,"ŋeš[tree]N_dim[create]V/t"
"P271301",125,"o iii 13","urnum[cedar]N","{ŋeš}ur-nu-um",0,"urnum[cedar]N"
"P370399",171,"o v 25'","{ŋeš}tur[NA]NA UD-HUB₂-x[NA]NA","{ŋeš}tur UD-HUB₂-x",0,"{ŋeš}tur[NA]NA_UD-HUB₂-x[NA]NA"
"P388265",322,"r v 7","naŋa[mortar]N še[barley]N","{ŋeš}naŋa₄ še",0,"naŋa[mortar]N_še[barley]N"
"P332934",353,"r iv 10","{ŋeš}šu-mar[NA]NA gigir[chariot]N","{ŋeš}šu-mar gigir",0,"{ŋeš}šu-mar[NA]NA_gigir[chariot]N"
"P253899",4,"o 3","allanum[oak]N","{ŋeš}al-la-nu-um",0,"allanum[oak]N"
"P429503",135,"r ii' 11'","si[horn]N ma[ship]N","{ŋeš}si ma₂",0,"si[horn]N_ma[ship]N"
"P271301",344,"r ii 28","buniŋ[trough]N eban[pair]N","{ŋeš}buniŋ₂ e₂-pa-na",0,"buniŋ[trough]N_eban[pair]N"
"X100003",28,"r 12","peš[fig]N Subir[1]GN","{ŋeš}peš₃ su-bir{ki}",0,"peš[fig]N_Subir[1]GN"
"P250736",39,"o ii 11","gi[reed]N diš[one]NU nindan[pole]N","gi diš nindan",0,"gi[reed]N_diš[one]NU_nindan[pole]N"
"Q000039",282,"246","kuŋ[stair]N","{ŋeš}kuŋ₄",0,"kuŋ[stair]N"
"P250736",43,"o ii 15","sa[bundle]N","{gi}sa",0,"sa[bundle]N"
"P271301",459,"r iv 40","usan[whip]N gud[ox]N","{ŋeš}usan₃ gud",0,"usan[whip]N_gud[ox]N"
"Q000001",506,"502","uzu[flesh]N inŋar[colon]N","uzu in-ŋar",0,"uzu[flesh]N_inŋar[colon]N"
"P459216",46,"ii 14","mes[tree]N Magan[1]GN","{ŋeš}mes ma₂-gan-na",0,"mes[tree]N_Magan[1]GN"
"P271301",319,"r ii 3","umbin[nail]N banšur[table]N","{ŋeš}umbin banšur",0,"umbin[nail]N_banšur[table]N"
"P250363",23,"r 10","{ŋeš}nam-ba-x[NA]NA","{ŋeš}nam-ba-x",0,"{ŋeš}nam-ba-x[NA]NA"
"P253874",4,"o 1","gigir[chariot]N","{ŋeš}gigir",0,"gigir[chariot]N"
"P250736",218,"r ii 22","lamdre[vat]N","{dug}lam-di",0,"lamdre[vat]N"
"P251649",5,"o 4","sašušgal[net]N","{ŋeš}sa-šu₂-gal",0,"sašušgal[net]N"
"P253238",18,"o 15'","šennur[plum]N","{ŋeš}šennur",0,"šennur[plum]N"
"P250736",14,"o i 10","gi[reed]N gal[big]V/i","gi gal",0,"gi[reed]N_gal[big]V/i"
"P347814",194,"unknown","unknown","unknown",999,"unknown"
"P271301",433,"r iv 14","{ŋeš}x[NA]NA x[NA]NA gigir[chariot]N","{ŋeš}x x gigir",0,"{ŋeš}x[NA]NA_x[NA]NA_gigir[chariot]N"
"P332939",6,"o i 3","ŋešnu[tree]N","ŋeš-BUR₂",0,"ŋešnu[tree]N"
"Q000039",306,"269","maʾu[barge]N","{ŋeš}ma₂-u₅",0,"maʾu[barge]N"
