"id_text","id_line","label","lemma","base","skip","entry"
"P273880",294,"b iii 18","hedu[ornament]N","{ŋeš}he₂-du₇",0,"hedu[ornament]N"
"P273880",316,"b iii 44","alŋar[instrument]N","{ŋeš}al-ŋar",0,"alŋar[instrument]N"
"P273880",21,"a i 18'","ŋeštin[vine]N x[NA]NA","{ŋeš}ŋeštin x",0,"ŋeštin[vine]N_x[NA]NA"
"Q000039",246,"210","šuʾa[stool]N niŋgula[greatness]N","{ŋeš}šu₂-a niŋ₂-gu-la",0,"šuʾa[stool]N_niŋgula[greatness]N"
"Q000001",15,"15","udu[sheep]N gukkal[sheep]N ib[hips]N la[hang]V/t","udu gukkal ib₂ la₂",0,"udu[sheep]N_gukkal[sheep]N_ib[hips]N_la[hang]V/t"
"P253866",103,"r i 6","illar[weapon]N eban[pair]N","{ŋeš}illar e₂-ba-an-na",0,"illar[weapon]N_eban[pair]N"
"P253233",10,"o i 5","baneš[container]N","{ŋeš}{+ba-an}baneš",0,"baneš[container]N"
"P271301",458,"r iv 39","usan[whip]N","{ŋeš}usan₃",0,"usan[whip]N"
"P253866",59,"o ii 23'","guza[chair]N niŋšu[goods]N","{ŋeš}gu-za niŋ₂-šu",0,"guza[chair]N_niŋšu[goods]N"
"P271911",43,"o i 29'","eš[rope]N saŋkul[bolt]N","eš₂ saŋ-kul",0,"eš[rope]N_saŋkul[bolt]N"
"P271911",527,"r iii 55","arganum[conifer]N","ar-ga-an-nu-um",0,"arganum[conifer]N"
"P347814",247,"d i 2'","{ŋeš}gag-x[NA]NA","{ŋeš}gag-x",0,"{ŋeš}gag-x[NA]NA"
"P459217",155,"r iii 12","guza[chair]N gid[long]V/i","{ŋeš}gu-za gid₂",0,"guza[chair]N_gid[long]V/i"
"P370399",49,"o ii 22'","{ŋeš}me-ta-DIM₂[NA]NA","{ŋeš}me-ta-DIM₂",0,"{ŋeš}me-ta-DIM₂[NA]NA"
"P273880",73,"a iii 4'","kadu[cover]N margida[cart]N","{ŋeš}ka-du₃ mar-gid₂-da",0,"kadu[cover]N_margida[cart]N"
"P370399",116,"o iv 13'","e[house]N usan[whip]N gigir[chariot]N","{ŋeš}e₂ usan₃ gigir",0,"e[house]N_usan[whip]N_gigir[chariot]N"
"P388265",259,"r iii 46","x[NA]NA gigir[chariot]N","x gigir",0,"x[NA]NA_gigir[chariot]N"
"P459218",117,"r i 3","gu[neck]N zirigum[irrigation-device]N","{ŋeš}gu₂ zi-ri₂-gum",0,"gu[neck]N_zirigum[irrigation-device]N"
"P253866",95,"o iii 31'","{ŋeš}x[NA]NA x[NA]NA","{ŋeš}x x",0,"{ŋeš}x[NA]NA_x[NA]NA"
"P250736",270,"r iii 31","ubur[breast]N imin[seven]NU maštab[twin]N","{dug}ubur imin maš-tab",0,"ubur[breast]N_imin[seven]NU_maštab[twin]N"
"P388265",52,"iii 1","ildag[poplar]N bur[spread]V/t","{ŋeš}ildag₂ bur",0,"ildag[poplar]N_bur[spread]V/t"
"P247864",156,"o iii 30","gag[nail]N umbin[wheel]N margida[cart]N","{ŋeš}gag umbin mar-gid₂-da",0,"gag[nail]N_umbin[wheel]N_margida[cart]N"
