"id_text","id_line","label","lemma","base","skip","entry"
"P253866",107,"r i 10","ma[ship]N x[NA]NA","{ŋeš}ma₂ x",0,"ma[ship]N_x[NA]NA"
"P332934",351,"r iv 8","e[house]N gigir[chariot]N","{ŋeš}e₂ gigir",0,"e[house]N_gigir[chariot]N"
"Q000039",238,"202","izzi[wall]N guza[chair]N","{ŋeš}i-zi gu-za",0,"izzi[wall]N_guza[chair]N"
"P250736",217,"r ii 21","dal[vessel]N","{dug}dal",0,"dal[vessel]N"
"P447996",154,"r i 36","kita[basket]N ŋešnimbar[palm]N","{ŋeš}kid-da ŋešnimbar",0,"kita[basket]N_ŋešnimbar[palm]N"
"P271911",62,"o i 42'","saŋdu[beam]N anta[upper]V/t","sag-du an-ta",0,"saŋdu[beam]N_anta[upper]V/t"
"Q000039",765,"694","dur[balk]N si[horn]N","{ŋeš}dur si",0,"dur[balk]N_si[horn]N"
"P247864",165,"o iii 39","margida[cart]N šu[hand]N du[suitable]V/i","{ŋeš}mar-gid₂-da šu du₇",0,"margida[cart]N_šu[hand]N_du[suitable]V/i"
"Q000039",130,"107","asal[poplar]N dug[good]V/i","{ŋeš}asal₂ dug₃",0,"asal[poplar]N_dug[good]V/i"
"P388265",92,"iv 9","ŋešnimbar[palm]N","{ŋeš}ŋešnimbar",0,"ŋešnimbar[palm]N"
"P247864",4,"o i 1","eren[cedar]N","{ŋeš}eren",0,"eren[cedar]N"
"P332934",149,"o ii 65","ŋešnimbar[palm]N x[NA]NA","{ŋeš}ŋešnimbar x",0,"ŋešnimbar[palm]N_x[NA]NA"
"P388265",38,"ii 21","šenu[tree]N","{ŋeš}še-nu",0,"šenu[tree]N"
"P447996",25,"o iii 21","ildag[poplar]N šitan[water-channel]N","{ŋeš}ildag₂ šita₃",0,"ildag[poplar]N_šitan[water-channel]N"
"Q000039",718,"649","gam[crook]N ŋiri[dagger]N","{ŋeš}kab ŋiri₂",0,"gam[crook]N_ŋiri[dagger]N"
"P347814",12,"a i 10'","ig[door]N ul[fruit]N","{ŋeš}ig ul-li₂",0,"ig[door]N_ul[fruit]N"
"P247864",86,"o ii 23","zulum[date]N","zu₂-lum",0,"zulum[date]N"
"P429503",85,"o iii 24","ŋešnimbar[palm]N x[NA]NA","{ŋeš}ŋešnimbar x",0,"ŋešnimbar[palm]N_x[NA]NA"
"P273880",36,"a ii 3'","gag[nail]N x-x[NA]NA apin[plow]N","{ŋeš}gag x-x apin",0,"gag[nail]N_x-x[NA]NA_apin[plow]N"
"P271301",259,"o v 32'","guza[chair]N šag[heart]N hul[rejoice]V/i","{ŋeš}gu-za šag₄ hul₂",0,"guza[chair]N_šag[heart]N_hul[rejoice]V/i"
"Q000039",574,"517","ban[unit]N","{ŋeš}ba-an",0,"ban[unit]N"
"P250736",213,"r ii 17","{dug}x-GIR₃[NA]NA","{dug}x-GIR₃",0,"{dug}x-GIR₃[NA]NA"
"P447996",105,"o v 30","ŋešnimbar[palm]N","{ŋeš}ŋešnimbar",0,"ŋešnimbar[palm]N"
"P273880",76,"a iii 7'","endur[navel?]N margida[cart]N","{ŋeš}en₃-dur mar-gid₂-da",0,"endur[navel?]N_margida[cart]N"
"Q000001",371,"371","ninka[mongoose]N","{d}nin-ka₆",0,"ninka[mongoose]N"
"P253866",10,"o i 5'","ilila[lever]N","{ŋeš}il₂-il₂",0,"ilila[lever]N"
"P273880",309,"b iii 37","al[hoe]N zu[tooth]N min[two]NU","{ŋeš}al zu₂ min",0,"al[hoe]N_zu[tooth]N_min[two]NU"
"P388265",207,"r ii 34","niŋ[thing]N u[ten]NU giŋ[unit]N","{ŋeš}niŋ₂ u giŋ₄",0,"niŋ[thing]N_u[ten]NU_giŋ[unit]N"
"P347814",84,"b i 9'","tugsaga[plow]N apin[plow]N","{ŋeš}tug₂-sig₁₈ apin",0,"tugsaga[plow]N_apin[plow]N"
"P332934",242,"o iv 13'","anta[tree]N","{ŋeš}an-ta",0,"anta[tree]N"
"P347814",4,"unknown","unknown","unknown",2,"unknown"
"Q000001",435,"434","uzu[flesh]N e[house]N šag[heart]N","uzu e₂ šag₄",0,"uzu[flesh]N_e[house]N_šag[heart]N"
"Q000001",101,"101","udu[sheep]N babbar[white]V/i","udu babbar",0,"udu[sheep]N_babbar[white]V/i"
"P273880",317,"b iii 45","alŋarsur[drumstick]N","{ŋeš}al-ŋar-sur",0,"alŋarsur[drumstick]N"
"P250736",134,"o iv 27","gi[reed]N kud[cut]V/t","gi kud",0,"gi[reed]N_kud[cut]V/t"
"P250736",154,"r i 8","ig[door]N x-x[NA]NA","{gi}ig x-x",0,"ig[door]N_x-x[NA]NA"
"P388265",7,"i 9","mes.TU[tree]N","{ŋeš}mes-TU",0,"mes.TU[tree]N"
"Q000001",192,"192","gud[ox]N a₂.gur.X[~oxen]N","gud a₂-gur-X",0,"gud[ox]N_a₂.gur.X[~oxen]N"
"P251778",4,"o 3","al[hoe]N","{ŋeš}al",0,"al[hoe]N"
"P273880",568,"c iii 54","ŋušur[beam]N","{ŋeš}ŋušur",0,"ŋušur[beam]N"
"P437074",32,"unknown","unknown","unknown",999,"unknown"
"P271911",570,"unknown","unknown","unknown",1,"unknown"
"P250364",59,"unknown","unknown","unknown",999,"unknown"
"P273712",7,"o 6'","alšub[tool]N","{ŋeš}al-šub",0,"alšub[tool]N"
"P347814",265,"d i 20'","dur[balk]N","{ŋeš}dur",0,"dur[balk]N"
"P253228",77,"r ii 16'","hašhur[apple]N kur[mountain]N","{ŋeš}hašhur kur",0,"hašhur[apple]N_kur[mountain]N"
"P271519",14,"o ii' 6","šuʾa[stool]N x[NA]NA","{ŋeš}šu₂-a x",0,"šuʾa[stool]N_x[NA]NA"
"P253866",94,"o iii 30'","raba[clamp]N šu-x[NA]NA","{ŋeš}raba šu-x",0,"raba[clamp]N_šu-x[NA]NA"
"P347814",145,"unknown","unknown","unknown",4,"unknown"
"P273880",694,"d ii 30'","adar[plant]N","{ŋeš}a-dar",0,"adar[plant]N"
"P247864",170,"o iii 44","gag[nail]N zara[pivot]N ŋušur[harrow]N","{ŋeš}gag za-ra gana₂-ur₃",0,"gag[nail]N_zara[pivot]N_ŋušur[harrow]N"
"P271301",34,"o i 31","peš[fig]N Mari[1]SN","{ŋeš}peš₃ ma₂-ri₂{ki}",0,"peš[fig]N_Mari[1]SN"
"P247864",76,"o ii 13","{ŋeš}x-x[NA]NA ŋešnimbar[palm]N","{ŋeš}x-x ŋešnimbar",0,"{ŋeš}x-x[NA]NA_ŋešnimbar[palm]N"
"P253238",13,"o 10'","še[cone]N usuh[tree]N","{ŋeš}še u₃-suh₅",0,"še[cone]N_usuh[tree]N"
"P253228",24,"o ii 5","al[hoe]N zu[tooth]N min[two]NU","{ŋeš}al zu₂ min",0,"al[hoe]N_zu[tooth]N_min[two]NU"
"P297195",3,"o 2","ŋeš[tree]N ki.SAR[~land]N","ŋeš ki-SAR",0,"ŋeš[tree]N_ki.SAR[~land]N"
"Q000039",705,"636","eme[tongue]N gud.si.AŠ[ram]N","{ŋeš}eme gud-si-AŠ",0,"eme[tongue]N_gud.si.AŠ[ram]N"
"P271301",169,"unknown","unknown","unknown",3,"unknown"
"P247864",122,"o ii 59","ninda[seed-funnel]N apin[plow]N","{ŋeš}|NINDA₂×NUMUN| apin",0,"ninda[seed-funnel]N_apin[plow]N"
"P347814",73,"unknown","unknown","unknown",999,"unknown"
"P228105",24,"r ii 4","sumungi[tool]N","{ŋeš}šu-me-gin₇",0,"sumungi[tool]N"
"Q000039",419,"374","ig[door]N","{ŋeš}ig",0,"ig[door]N"
"P271301",337,"r ii 21","kuŋ[stair]N bad[wall]N e[leave]V/i","{ŋeš}kuŋ₄ bad₃ e₃",0,"kuŋ[stair]N_bad[wall]N_e[leave]V/i"
"P250364",124,"r ii 9'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P247864",97,"o ii 34","ildag[poplar]N","{ŋeš}ildag₂",0,"ildag[poplar]N"
"P459217",126,"r i 13'","anta[tree]N","{ŋeš}an-ta",0,"anta[tree]N"
"P388265",406,"r vi 50","{ŋeš}ur-x-x[NA]NA","{ŋeš}ur-x-x",0,"{ŋeš}ur-x-x[NA]NA"
"Q000039",617,"554","illar[weapon]N eban[pair]N","{ŋeš}illar e-ba-an",0,"illar[weapon]N_eban[pair]N"
"Q000039",69,"52d","asal[poplar]N","{ŋeš}asalₓ(|A.TU.GABA.SIG.GAR|)",0,"asal[poplar]N"
