"id_text","id_line","label","lemma","base","skip","entry"
"P271911",293,"o iv 54","ellaŋdu[trap]N","ellaŋ₂-du₃",0,"ellaŋdu[trap]N"
"Q000001",381,"380","šah[pig]N niga[fattened]V/i","šah₂ niga",0,"šah[pig]N_niga[fattened]V/i"
"P273880",51,"a ii 25'","bandudu[basket]N apin[plow]N","{ŋeš}ba-an-du₈-du₈ apin",0,"bandudu[basket]N_apin[plow]N"
"Q000039",485,"434","ŋešpu[rim]N","ŋeš-bu",0,"ŋešpu[rim]N"
"P459218",63,"o iii 14","apin[plow]N šudu[equipped]AJ","{ŋeš}apin šu-du₇",0,"apin[plow]N_šudu[equipped]AJ"
"P271911",153,"unknown","unknown","unknown",1,"unknown"
"P250364",164,"r iv 1'","šuniŋin[total]N 6[NA]NA šuši[sixty]NU 28[NA]NA mu[name]N","šu-niŋin₂ 6 šu-ši 28 mu",0,"šuniŋin[total]N_6[NA]NA_šuši[sixty]NU_28[NA]NA_mu[name]N"
"P271911",332,"r i 21'","pana[bow]N","pana",0,"pana[bow]N"
"P437074",130,"b iii 16''","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P247864",243,"o iv 54","dim[post]N","{ŋeš}dim",0,"dim[post]N"
"P250736",132,"o iv 25","endur[navel?]N kud[cut]V/t","{gi}en₃-dur kud",0,"endur[navel?]N_kud[cut]V/t"
"P346714",33,"r ii 01'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P459226",6,"o i 3'","šagkal[tree]N","{ŋeš}šag₄-kal",0,"šagkal[tree]N"
"P247864",151,"o iii 25","{ŋeš}x[NA]NA margida[cart]N","{ŋeš}x mar-gid₂-da",0,"{ŋeš}x[NA]NA_margida[cart]N"
"P250363",22,"r 9","mud[tube]N x[NA]NA","{ŋeš}mud x",0,"mud[tube]N_x[NA]NA"
"P332939",60,"r ii' 4'","niŋgida[rod?]N margida[cart]N","{ŋeš}niŋ₂-gid₂-da mar-gid₂-da",0,"niŋgida[rod?]N_margida[cart]N"
"P347814",13,"a i 11'","ig[door]N ul[fruit]N","{ŋeš}ig ul-li₂",0,"ig[door]N_ul[fruit]N"
"P332934",70,"o i 14'","allanum[oak]N","{ŋeš}al-la-an",0,"allanum[oak]N"
"P370399",189,"o vii 1'","ma[ship]N niš[twenty]NU gur[unit]N","{ŋeš}ma₂ niš gur",0,"ma[ship]N_niš[twenty]NU_gur[unit]N"
"Q000039",6,"6","ŋešgana[tree]N","ŋeš-kin₂",0,"ŋešgana[tree]N"
"P429503",49,"o ii 18","ŋešaʾabak[tree]N","ŋeš-a-ab-ba",0,"ŋešaʾabak[tree]N"
"Q000039",588,"529","sa[net]N sig[weak]V/i","{ŋeš}sa sig",0,"sa[net]N_sig[weak]V/i"
"Q000039",176,"146","{ŋeš}{d}ha-ia₃[NA]NA","{ŋeš}{d}ha-ia₃",0,"{ŋeš}{d}ha-ia₃[NA]NA"
"P429504",29,"o iii' 10","peškal[tree]N","{ŋeš}peš-gal",0,"peškal[tree]N"
"P346714",92,"r iii 14'","madal[pole]N","{ŋeš}mudla(BU)",0,"madal[pole]N"
"Q000001",64,"64","udu[sheep]N ri[unmng]N","udu ri-ri",0,"udu[sheep]N_ri[unmng]N"
"P429503",53,"o ii 22","manu[wood]N duru[wet]V/i","{ŋeš}ma-nu duru₅",0,"manu[wood]N_duru[wet]V/i"
"P253233",54,"r ii 4'","lam[tree]N","{ŋeš}lam",0,"lam[tree]N"
"P332934",174,"o iii 10","ŋešnimbar[palm]N ŋal[be]V/i","{ŋeš}ŋešnimbar ŋal₂",0,"ŋešnimbar[palm]N_ŋal[be]V/i"
"P332934",85,"o ii 2","ŋešaʾabak[tree]N Meluhha[1]GN","ŋeš-a-ab-ba me-luh-ha",0,"ŋešaʾabak[tree]N_Meluhha[1]GN"
"P437074",82,"b ii 6''","ŋešnaruak[~stele]N","ŋeš-na-ru₂-a",0,"ŋešnaruak[~stele]N"
"P273880",292,"b iii 16","tukul[weapon]N naŋasikaz[pestle]N","{ŋeš}tukul naŋa₃-si₃-gaz",0,"tukul[weapon]N_naŋasikaz[pestle]N"
"P273880",172,"b i 15'","saŋ[head]N guza[chair]N","{ŋeš}saŋ gu-za",0,"saŋ[head]N_guza[chair]N"
"P347814",11,"a i 9'","ig[door]N miriza[plank]N","{ŋeš}ig mi-ri₂-za",0,"ig[door]N_miriza[plank]N"
"Q000039",54,"46","KID.da[twig]N","{ŋeš}KID-da",0,"KID.da[twig]N"
"P271301",81,"o ii 29","manu[wood]N gibil[firewood]N ak[do]V/t","{ŋeš}ma-nu gibil₂ ak",0,"manu[wood]N_gibil[firewood]N_ak[do]V/t"
"P247864",34,"o i 31","x[NA]NA x-x[NA]NA","x x-x",0,"x[NA]NA_x-x[NA]NA"
"P228105",22,"r ii 2","namulum[wooden-object]N","{ŋeš}na-mu-ul-lum",0,"namulum[wooden-object]N"
"P271911",583,"unknown","unknown","unknown",1,"unknown"
"Q000001",403,"402","uzu[flesh]N","uzu",0,"uzu[flesh]N"
"P347814",205,"c ii 11","niŋ[thing]N diš[one]NU sila[unit]N","{ŋeš}niŋ₂ diš sila₃",0,"niŋ[thing]N_diš[one]NU_sila[unit]N"
"Q000039",333,"294a","Manuri[1]ON banda[junior]V/i","{ŋeš}ma₂-nu-ri banda₃{da}",0,"Manuri[1]ON_banda[junior]V/i"
"P370399",12,"o i 9'","x-ha-ŠID-ma[NA]NA ŋešnimbar[palm]N","x-ha-ŠID-ma ŋešnimbar",0,"x-ha-ŠID-ma[NA]NA_ŋešnimbar[palm]N"
"P273880",39,"a ii 6'","leʾum[board]N apin[plow]N","{ŋeš}le apin",0,"leʾum[board]N_apin[plow]N"
"P459226",27,"o ii 7'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P332934",137,"o ii 54","tiʾarum[tree]N","{ŋeš}ti-ia-lum",0,"tiʾarum[tree]N"
"P271911",68,"unknown","unknown","unknown",1,"unknown"
"P459226",37,"o iii 1'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"Q000039",31,"26","še[cone]N usuh[tree]N","{ŋeš}še u₃-suh₅",0,"še[cone]N_usuh[tree]N"
"P437074",12,"a ii 5'","x[NA]NA","x",0,"x[NA]NA"
"P253228",49,"r i 13","{ŋeš}PA-da[NA]NA","{ŋeš}PA-da",0,"{ŋeš}PA-da[NA]NA"
"P459218",47,"o ii 27'","madal[pole]N","{ŋeš}madla(BU)",0,"madal[pole]N"
"P250736",263,"r iii 24","banmin[vessel]N","{dug}niŋ₂-{+ba-an}banmin",0,"banmin[vessel]N"
"Q000039",203,"169","guza[chair]N anše[equid]N","{ŋeš}gu-za anše",0,"guza[chair]N_anše[equid]N"
"P271911",596,"r iv 51","x[NA]NA","x",0,"x[NA]NA"
"P332934",219,"o iii 57","{ŋeš}peš-UŠ[NA]NA x[NA]NA ŋešnimbar[palm]N","{ŋeš}peš-UŠ x ŋešnimbar",0,"{ŋeš}peš-UŠ[NA]NA_x[NA]NA_ŋešnimbar[palm]N"
"P388265",207,"r ii 34","niŋ[thing]N u[ten]NU giŋ[unit]N","{ŋeš}niŋ₂ u giŋ₄",0,"niŋ[thing]N_u[ten]NU_giŋ[unit]N"
"P273880",468,"c ii 12","egar[wall]N ma[ship]N","{ŋeš}e₂-gar₈(LUM) ma₂",0,"egar[wall]N_ma[ship]N"
"P271301",266,"o v 39'","guza[chair]N gar[knob]N kugbabbar[silver]N ŋar[place]V/t","{ŋeš}gu-za gar₃ kug-babbar ŋar",0,"guza[chair]N_gar[knob]N_kugbabbar[silver]N_ŋar[place]V/t"
"Q000039",741,"670","{ŋeš}URI[NA]NA","{ŋeš}URI",0,"{ŋeš}URI[NA]NA"
"P247864",162,"o iii 36","gag[nail]N ti[rib]N margida[cart]N","{ŋeš}gag ti mar-gid₂-da",0,"gag[nail]N_ti[rib]N_margida[cart]N"
"P250364",152,"r iii 18'","{ŋeš}niŋ₂-x[NA]NA bur[bowl]N","{ŋeš}niŋ₂-x bur",0,"{ŋeš}niŋ₂-x[NA]NA_bur[bowl]N"
"P250736",287,"r iv 5","x[NA]NA dah[NA]NA","x dah",0,"x[NA]NA_dah[NA]NA"
"P271911",530,"unknown","unknown","unknown",1,"unknown"
"P271301",394,"r iii 27","dimgal[pole]N ma[ship]N","{ŋeš}dim₃-gul ma₂",0,"dimgal[pole]N_ma[ship]N"
"Q000039",675,"609","{ŋeš}AN[NA]NA x[NA]NA ŋal₂[NA]NA","{ŋeš}AN x ŋal₂",0,"{ŋeš}AN[NA]NA_x[NA]NA_ŋal₂[NA]NA"
"P332934",113,"o ii 30","KID.da[twig]N","{ŋeš}šed-du",0,"KID.da[twig]N"
"P346714",121,"r iv 01'","niŋ[thing]N x[NA]NA","{ŋeš}niŋ₂ x",0,"niŋ[thing]N_x[NA]NA"
"Q000039",656,"590","eme[tongue]N mar[shovel]N","{ŋeš}eme mar",0,"eme[tongue]N_mar[shovel]N"
"P250736",179,"r i 33","ur[root]N gi[reed]N","{gi}ur₂ gi",0,"ur[root]N_gi[reed]N"
"P332939",9,"o i 6","ŋešgana[tree]N","ŋeš-kin₂",0,"ŋešgana[tree]N"
"P273880",35,"a ii 2'","gag[nail]N dub[knee]N bar[outside]V/t apin[plow]N","{ŋeš}gag dub₃ bar apin",0,"gag[nail]N_dub[knee]N_bar[outside]V/t_apin[plow]N"
"P423759",2,"o 1","gag[nail]N sala[~plow]N apin[plow]N","{ŋeš}gag sal-la apin",0,"gag[nail]N_sala[~plow]N_apin[plow]N"
"Q000039",56,"48","KID.da[twig]N sil[split]V/i","{ŋeš}KID-da zil",0,"KID.da[twig]N_sil[split]V/i"
"Q000039",87,"69","ŋešnimbar[palm]N dar[split]V/t","{ŋeš}ŋešnimbar dar",0,"ŋešnimbar[palm]N_dar[split]V/t"
"P388265",97,"iv 14","su[fibers]N ŋešnimbar[palm]N","{ŋeš}su₁₁ ŋešnimbar",0,"su[fibers]N_ŋešnimbar[palm]N"
"P429503",157,"unknown","unknown","unknown",999,"unknown"
"P388265",405,"r vi 49","sigsig[musical-instrument]N eban[pair]N","{ŋeš}sig₃-sig₃ e₂-pa-na",0,"sigsig[musical-instrument]N_eban[pair]N"
"P346714",46,"r ii 14'","sala[~plow]N apin[plow]N","{ŋeš}sal-la apin",0,"sala[~plow]N_apin[plow]N"
"P250736",79,"o iii 13","gigur[container]N še[barley]N amuš[unmng]N","gi-gur še a-muš",0,"gigur[container]N_še[barley]N_amuš[unmng]N"
"P228105",22,"r ii 2","namulum[wooden-object]N","{ŋeš}na-mu-ul-lum",0,"namulum[wooden-object]N"
"Q000001",61,"61","udu[sheep]N urri[~sheep]N","udu ur₂-ri-a",0,"udu[sheep]N_urri[~sheep]N"
"P332939",21,"unknown","unknown","unknown",999,"unknown"
"P347814",192,"unknown","unknown","unknown",1,"unknown"
"P388265",427,"t.e. ii 6","arina[madder]N","{ŋeš}i-ri₂-na",0,"arina[madder]N"
"P459218",108,"o iv 29","{ŋeš}MA-dim[NA]NA tur[small]V/i","{ŋeš}MA-dim tur",0,"{ŋeš}MA-dim[NA]NA_tur[small]V/i"
"P247864",29,"o i 26","{ŋeš}qi₂-na-zum[NA]NA","{ŋeš}qi₂-na-zum",0,"{ŋeš}qi₂-na-zum[NA]NA"
"Q000039",615,"552a","illar[weapon]N šu[hand]N lugal[king]N","{ŋeš}illar šu lugal",0,"illar[weapon]N_šu[hand]N_lugal[king]N"
"P253228",71,"r ii 10'","ŋeštinkira[berry]N","ŋeštin-kur",0,"ŋeštinkira[berry]N"
"Q000001",436,"435","uzu[flesh]N šag[heart]N","uzu šag₄",0,"uzu[flesh]N_šag[heart]N"
"Q000001",487,"484","uzu[flesh]N sa[sinew]N","uzu sa",0,"uzu[flesh]N_sa[sinew]N"
"P250736",21,"o i 17","gi[reed]N sig[weak]V/i","gi sig",0,"gi[reed]N_sig[weak]V/i"
"P349171",5,"unknown","unknown","unknown",999,"unknown"
"Q000001",118,"118","u[ewe]N sila[lamb]N šub[fall]V/t","u₈ sila₄ šub",0,"u[ewe]N_sila[lamb]N_šub[fall]V/t"
