"id_text","id_line","label","lemma","base","skip","entry"
"P273880",530,"c iii 15","{ŋeš}x[NA]NA ŋešnimbar[palm]N","{ŋeš}x ŋešnimbar",0,"{ŋeš}x[NA]NA_ŋešnimbar[palm]N"
"P273244",12,"r 5","ig[door]N zena[midrib]N","{ŋeš}ig zi-na",0,"ig[door]N_zena[midrib]N"
"P247864",339,"o vi 23","pana[bow]N x[NA]NA x[NA]NA x-da[NA]NA","{ŋeš}pana x x x-da",0,"pana[bow]N_x[NA]NA_x[NA]NA_x-da[NA]NA"
"P459225",9,"r i 4'","sa[sinew]N pana[bow]N","{ŋeš}sa pana",0,"sa[sinew]N_pana[bow]N"
"P253233",23,"o ii 6","banmin[vessel]N","{ŋeš}{+ba-an}banmin",0,"banmin[vessel]N"
"P447996",151,"r i 33","pel[defile]V/t ŋešnimbar[palm]N","pe-l·a₂ ŋešnimbar",0,"pel[defile]V/t_ŋešnimbar[palm]N"
"P429505",3,"1'","ŋešnimbar[palm]N ŋal[be]V/i","{ŋeš}ŋešnimbar ŋal₂",0,"ŋešnimbar[palm]N_ŋal[be]V/i"
"P249794",8,"r 1","maršu[spade]N","{ŋeš}mar-šu",0,"maršu[spade]N"
"P346714",145,"unknown","unknown","unknown",1,"unknown"
"P273880",54,"a ii 28'","šeršer[chain]N apin[plow]N","{ŋeš}šir₃-šir₃ apin",0,"šeršer[chain]N_apin[plow]N"
"P247864",351,"o vi 35","mar[shovel]N x[NA]NA x[NA]NA","{ŋeš}mar x x",0,"mar[shovel]N_x[NA]NA_x[NA]NA"
"P253238",11,"o 8'","usuh[tree]N","{ŋeš}u₃-suh₅",0,"usuh[tree]N"
"Q000039",413,"368","umbin[wheel]N margida[cart]N","{ŋeš}umbin mar-gid₂-da",0,"umbin[wheel]N_margida[cart]N"
"P273880",486,"c ii 30","ma[ship]N ušu[thirty]NU gur[unit]N","{ŋeš}ma₂ ušu₃ gur",0,"ma[ship]N_ušu[thirty]NU_gur[unit]N"
"P253228",79,"r ii 18'","{ŋeš}x-x[NA]NA","{ŋeš}x-x",0,"{ŋeš}x-x[NA]NA"
"X100003",6,"o 5","šagkal[tree]N","{ŋeš}šag₄-ul₄",0,"šagkal[tree]N"
"P271301",67,"o ii 15","ildag[poplar]N kur[mountain]N","{ŋeš}ildag₂ kur",0,"ildag[poplar]N_kur[mountain]N"
"P388265",256,"r iii 43","x[NA]NA gigir[chariot]N","x gigir",0,"x[NA]NA_gigir[chariot]N"
"P273880",79,"a iii 10'","e[house]N gigir[chariot]N","{ŋeš}e₂ gigir",0,"e[house]N_gigir[chariot]N"
"Q000039",367,"325","gabar[herder]N","{ŋeš}kab-bar",0,"gabar[herder]N"
"P271301",47,"o i 44","hašhur[apple]N damšelum[plant]N","{ŋeš}hašhur dam-ši-lum",0,"hašhur[apple]N_damšelum[plant]N"
"P247864",39,"o i 36","{ŋeš}ŠID-da[NA]NA","{ŋeš}ŠID-da",0,"{ŋeš}ŠID-da[NA]NA"
"P247864",410,"o vii 29'","{ŋeš}x-za-ab[NA]NA","{ŋeš}x-za-ab",0,"{ŋeš}x-za-ab[NA]NA"
"Q000039",59,"51","mes[tree]N Meluhha[1]GN","{ŋeš}mes me-luh-ha",0,"mes[tree]N_Meluhha[1]GN"
"Q000039",486,"435","ŋešpu[rim]N mansim[sieve]N","ŋeš-bu {gi}ma-an-sim",0,"ŋešpu[rim]N_mansim[sieve]N"
"P271911",34,"unknown","unknown","unknown",1,"unknown"
"P332934",111,"o ii 28","KID.da[twig]N","{ŋeš}šed-du",0,"KID.da[twig]N"
"Q000039",746,"675","{ŋeš}LUM-LUM[NA]NA anše[equid]N","{ŋeš}LUM-LUM anše",0,"{ŋeš}LUM-LUM[NA]NA_anše[equid]N"
"P273880",489,"c ii 33","ma[ship]N u[ten]NU gur[unit]N","{ŋeš}ma₂ u gur",0,"ma[ship]N_u[ten]NU_gur[unit]N"
"P459217",176,"r iv 10","guza[chair]N mes[tree]N","{ŋeš}gu-za {ŋeš}mes",0,"guza[chair]N_mes[tree]N"
"P271911",183,"o iii 28'","muš[snake]N apin[plow]N","muš apin",0,"muš[snake]N_apin[plow]N"
"P332934",292,"r iii 19","ma[ship]N x[NA]NA","{ŋeš}ma₂ x",0,"ma[ship]N_x[NA]NA"
"P253230",15,"o i 10","apin[plow]N zir[break]V/t","{ŋeš}apin zi",0,"apin[plow]N_zir[break]V/t"
"P247864",424,"o vii 43'","guza[chair]N gid[drag]V/t ussu[eight]NU kuš[skin]N","{ŋeš}gu-za gid₂ ussu kuš",0,"guza[chair]N_gid[drag]V/t_ussu[eight]NU_kuš[skin]N"
"P253866",111,"r i 14","x-x[NA]NA","x-x",0,"x-x[NA]NA"
"P271301",409,"r iii 42","mete[appropriate-thing]N ma[ship]N","{ŋeš}me-te ma₂",0,"mete[appropriate-thing]N_ma[ship]N"
"P247864",228,"o iv 39","barda[crossbar]N ig[door]N","{ŋeš}bar-da₃ ig",0,"barda[crossbar]N_ig[door]N"
"P271911",355,"r i 39'","mar[shovel]N šu[hand]N","mar šu",0,"mar[shovel]N_šu[hand]N"
"P437074",79,"b ii 3''","ba[tool]N šu[hand]N bar[cvve]V/t","{ŋeš}ba šu bar",0,"ba[tool]N_šu[hand]N_bar[cvve]V/t"
"Q000039",165,"141","pa[branch]N kud[cut]V/t","{ŋeš}pa kud",0,"pa[branch]N_kud[cut]V/t"
"P253233",37,"r i 5'","ŋipar[tree]N duru[wet]V/i","{ŋeš}ŋi₆-par₄ duru₅",0,"ŋipar[tree]N_duru[wet]V/i"
"Q000001",52,"52","udu[sheep]N dagaltuma[pouch]N","udu da-gal-tum-ma",0,"udu[sheep]N_dagaltuma[pouch]N"
"P250364",172,"unknown","unknown","unknown",7,"unknown"
"P459216",186,"r iv 18'","umbin[wheel]N margida[cart]N","{ŋeš}umbin mar-gid₂-da",0,"umbin[wheel]N_margida[cart]N"
"P224986",6,"o i 3","guza[chair]N zir[break]V/t","{ŋeš}gu-za zi",0,"guza[chair]N_zir[break]V/t"
"P250736",49,"o ii 21","šu[handle]N PU₂[NA]NA","{gi}šu PU₂",0,"šu[handle]N_PU₂[NA]NA"
"Q000039",648,"582","mar[shovel]N ninda[bread]N","{ŋeš}mar ninda",0,"mar[shovel]N_ninda[bread]N"
"P332934",29,"o i 25","garan[bunch]N ŋeštin[vine]N","{ŋeš}ga-ra-an ŋeštin",0,"garan[bunch]N_ŋeštin[vine]N"
"P273880",267,"b ii 60","banšur[table]N","{ŋeš}banšurₓ(|URU×IGI.URUDA|)",0,"banšur[table]N"
"P271911",266,"o iv 32","eš[three]NU giŋ[unit]N","eš₅ giŋ₄",0,"eš[three]NU_giŋ[unit]N"
"P235262",60,"d i 3'","adus[plank]N ma[ship]N","{ŋeš}ad-us₂ ma₂",0,"adus[plank]N_ma[ship]N"
"P250736",166,"r i 20","{gi}x-x[NA]NA x[NA]NA","{gi}x-x x",0,"{gi}x-x[NA]NA_x[NA]NA"
"P271301",276,"r i 4","guza[chair]N |NUN&NUN|-x[NA]NA","{ŋeš}gu-za |NUN&NUN|-x",0,"guza[chair]N_|NUN&NUN|-x[NA]NA"
"Q000001",290,"290","urki[dog]N","ur-ki",0,"urki[dog]N"
"P250736",173,"r i 27","gakkul[mash-tub]N","{gi}gakkul₃",0,"gakkul[mash-tub]N"
"P492330",45,"unknown","unknown","unknown",2,"unknown"
"Q000039",611,"550","šunir[emblem]N","{ŋeš}šu-nir",0,"šunir[emblem]N"
"P459216",134,"r iii 1'","ma[ship]N x[NA]NA","{ŋeš}ma₂ x",0,"ma[ship]N_x[NA]NA"
"P271911",421,"r ii 29","x[NA]NA","x",0,"x[NA]NA"
"P271911",324,"r i 14'","illar[weapon]N de[bring]V/t","illar de₆",0,"illar[weapon]N_de[bring]V/t"
"P273880",446,"c i 51","{ŋeš}x-ga[NA]NA","{ŋeš}x-ga",0,"{ŋeš}x-ga[NA]NA"
"P271301",408,"r iii 41","ma[ship]N ya[five]NU gur[unit]N","{ŋeš}ma₂ ia₂ gur",0,"ma[ship]N_ya[five]NU_gur[unit]N"
"P429503",135,"r ii' 11'","si[horn]N ma[ship]N","{ŋeš}si ma₂",0,"si[horn]N_ma[ship]N"
"Q000001",395,"394","ŋirtab[scorpion]N su[red]V/i","ŋir₂-tab su₄",0,"ŋirtab[scorpion]N_su[red]V/i"
"P332934",395,"r iv 29'","x[NA]NA margida[cart]N","x mar-gid₂-da",0,"x[NA]NA_margida[cart]N"
"P409466",9,"o 8","ma[ship]N Ninurta[1]DN","{ŋeš}ma₂ {d}nin-urta",0,"ma[ship]N_Ninurta[1]DN"
"P271911",583,"unknown","unknown","unknown",1,"unknown"
"P347814",156,"c i 11'","ninda[vessel]N","{ŋeš}ninda₂",0,"ninda[vessel]N"
"P273880",243,"b ii 36","ba[tool]N šidim[builder]N","{ŋeš}ba šidim",0,"ba[tool]N_šidim[builder]N"
"P459218",121,"r i 7","tukul[weapon]N x[NA]NA","{ŋeš}tukul x",0,"tukul[weapon]N_x[NA]NA"
"P247864",260,"o v 8","ban[unit]N ya[five]NU sila[unit]N","{ŋeš}ba-an ia₂ sila₃",0,"ban[unit]N_ya[five]NU_sila[unit]N"
"P271911",227,"unknown","unknown","unknown",2,"unknown"
"P273880",188,"b i 38'","ŋešnud[bed]N dih[weed]N","ŋeš-nud {ŋeš}dih₃",0,"ŋešnud[bed]N_dih[weed]N"
"P347814",260,"d i 15'","{ŋeš}sa-x-si[NA]NA","{ŋeš}sa-x-si",0,"{ŋeš}sa-x-si[NA]NA"
"P370399",164,"o v 18'","madal[pole]N","{ŋeš}madla(BU)",0,"madal[pole]N"
"P271301",361,"r ii 45","ma[ship]N šukud[fisherman]N","{ŋeš}ma₂ šu-ku₆",0,"ma[ship]N_šukud[fisherman]N"
"P253228",17,"o i 13","al[hoe]N zu[tooth]N eš[three]NU","{ŋeš}al zu₂ eš₅",0,"al[hoe]N_zu[tooth]N_eš[three]NU"
"P247864",310,"o v 58","ma[ship]N tur[small]V/i","{ŋeš}ma₂ tur",0,"ma[ship]N_tur[small]V/i"
"P225109",4,"o i 1","margida[cart]N","{ŋeš}mar-gid₂-da",0,"margida[cart]N"
"P332930",13,"o 11","ma[ship]N Uri[Akkad]GN Ištar[1]DN","{ŋeš}ma₂ uri-a{ki} {d}iš₈-tar₂",0,"ma[ship]N_Uri[Akkad]GN_Ištar[1]DN"
"P253238",11,"o 8'","usuh[tree]N","{ŋeš}u₃-suh₅",0,"usuh[tree]N"
"P271320",53,"r ii' 2'","niŋgida[rod?]N margida[cart]N","{ŋeš}niŋ₂-gid₂-da mar-gid₂-da",0,"niŋgida[rod?]N_margida[cart]N"
"P459226",13,"o i 10'","peš[fig]N da-di[NA]NA","{ŋeš}peš₃ da-di",0,"peš[fig]N_da-di[NA]NA"
"P253866",54,"o ii 18'","guza[chair]N gidim[ghost]N","{ŋeš}gu-za gidim",0,"guza[chair]N_gidim[ghost]N"
"P332934",353,"r iv 10","{ŋeš}šu-mar[NA]NA gigir[chariot]N","{ŋeš}šu-mar gigir",0,"{ŋeš}šu-mar[NA]NA_gigir[chariot]N"
"P250736",256,"r iii 17","{dug}URU[NA]NA TU-x[NA]NA","{dug}URU TU-x",0,"{dug}URU[NA]NA_TU-x[NA]NA"
"Q000039",167,"142","aslum[rod]N","{ŋeš}as₄-lum",0,"aslum[rod]N"
"P271911",324,"r i 14'","illar[weapon]N de[bring]V/t","illar de₆",0,"illar[weapon]N_de[bring]V/t"
"P247864",400,"o vii 19'","{ŋeš}x-x-x[NA]NA","{ŋeš}x-x-x",0,"{ŋeš}x-x-x[NA]NA"
"P388265",338,"r v 23","ŋešpu[rim]N","{ŋeš}ŋešpu₂",0,"ŋešpu[rim]N"
"P271911",164,"o iii 12'","eme[tongue]N apin[plow]N tugsaga[plow]N","eme apin šu-uš-saga₁₁",0,"eme[tongue]N_apin[plow]N_tugsaga[plow]N"
"P271911",179,"o iii 25'","igi-kal[NA]NA apin[plow]N","igi-kal apin",0,"igi-kal[NA]NA_apin[plow]N"
"Q000039",554,"498","tukul[weapon]N ur[root]N","{ŋeš}tukul ur₂",0,"tukul[weapon]N_ur[root]N"
"Q000001",55,"55","udu[sheep]N barsal[sheep]N","udu bar-sal",0,"udu[sheep]N_barsal[sheep]N"
"P271911",349,"r i 35'","mud[blood]N niŋgul[hatchet]N","mud niŋ₂-gul",0,"mud[blood]N_niŋgul[hatchet]N"
"P271911",172,"o iii 19'","har[ring]N apin[plow]N","har apin",0,"har[ring]N_apin[plow]N"
"Q000001",403,"402","uzu[flesh]N","uzu",0,"uzu[flesh]N"
"P429503",104,"r i' 8'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P271301",408,"r iii 41","ma[ship]N ya[five]NU gur[unit]N","{ŋeš}ma₂ ia₂ gur",0,"ma[ship]N_ya[five]NU_gur[unit]N"
"Q000039",627,"561","saʾad[trap?]N","{ŋeš}sa-ad",0,"saʾad[trap?]N"
"P273880",614,"c iv 48","sugin[rot]N","{ŋeš}sugin",0,"sugin[rot]N"
"P253874",12,"o 9","gabaŋal[guard]N gigir[chariot]N","{ŋeš}gaba-ŋal₂ gigir",0,"gabaŋal[guard]N_gigir[chariot]N"
"Q000039",731,"658","{ŋeš}EN[NA]NA ninda[vessel]N","{ŋeš}EN ninda₂",0,"{ŋeš}EN[NA]NA_ninda[vessel]N"
"P437074",21,"a iii 3'","ŋešnimbar[palm]N gig[sick]V/i x[NA]NA","{ŋeš}ŋešnimbar gig x",0,"ŋešnimbar[palm]N_gig[sick]V/i_x[NA]NA"
"P271911",582,"r iv 41","umbin[nail]N zigan[rudder]N","umbin si-kam₂",0,"umbin[nail]N_zigan[rudder]N"
"Q000001",82,"82","udu[sheep]N šu[hand]N saŋ[head]N dug[speak]V/t","udu šu saŋ dug₄",0,"udu[sheep]N_šu[hand]N_saŋ[head]N_dug[speak]V/t"
"P388265",367,"r vi 7","bandudu[basket]N","{ŋeš}ba-an-du₈",0,"bandudu[basket]N"
"P225033",4,"o i 1","targul[pole]N","{ŋeš}dar-gul",0,"targul[pole]N"
"Q000039",755,"684","šaŋanla[trader]N","{ŋeš}šaŋan-la₂",0,"šaŋanla[trader]N"
"P273880",485,"c ii 29","ma[ship]N nimin[forty]NU gur[unit]N","{ŋeš}ma₂ nimin gur",0,"ma[ship]N_nimin[forty]NU_gur[unit]N"
"P250364",43,"o ii 18","apin[plow]N šukara[tool]N bir[scatter]V/t","{ŋeš}apin {ŋeš}šu-kara₂ bir-bir",0,"apin[plow]N_šukara[tool]N_bir[scatter]V/t"
"P253866",21,"o i 16'","saŋ[head]N il[raise]V/t","{ŋeš}saŋ il₂",0,"saŋ[head]N_il[raise]V/t"
"P271911",93,"o ii 19","e[house]N balak[spindle]N","e₂ balak",0,"e[house]N_balak[spindle]N"
"P273880",277,"b iii 1","banšur[table]N kamisarru[pear-tree]N umbin[base]N urzinum[tree]N","{ŋeš}banšurₓ(|URU×IGI.URUDA|) ka-mi-sar-ru umbin hur-zi-nu-um",0,"banšur[table]N_kamisarru[pear-tree]N_umbin[base]N_urzinum[tree]N"
"Q000001",507,"503","uzu[flesh]N inti[way]N","uzu in-ti",0,"uzu[flesh]N_inti[way]N"
"P271771",11,"o ii 9","šimgig[tree]N","{ŋeš}šim-gig",0,"šimgig[tree]N"
"P347814",41,"a ii 12'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P247864",411,"o vii 30'","{ŋeš}x-za-ab[NA]NA MI[NA]NA","{ŋeš}x-za-ab MI",0,"{ŋeš}x-za-ab[NA]NA_MI[NA]NA"
"P271911",119,"o ii 40","zub[stick]N","{+zu-u-bi}zubi",0,"zub[stick]N"
"P271911",232,"o iv 6","gag[nail]N šum[garlic]N širdili[~garlic]N","gag šum₂ šir-dili",0,"gag[nail]N_šum[garlic]N_širdili[~garlic]N"
"P250736",284,"r iv 2","x-x-NE[NA]NA","x-x-NE",0,"x-x-NE[NA]NA"
"P437074",154,"c i 19'","gam[crook]N ŋešnud[bed]N","{ŋeš}kab nud",0,"gam[crook]N_ŋešnud[bed]N"
"P273880",165,"b i 8'","guza[chair]N mes[tree]N","{ŋeš}gu-za {ŋeš}mes",0,"guza[chair]N_mes[tree]N"
"P250370",1,"1","ad[bush]N","{ŋeš}ad₂",0,"ad[bush]N"
"Q000039",529,"473","saŋ[head]N ŋušur[harrow]N","{ŋeš}saŋ gana₂-ur₃",0,"saŋ[head]N_ŋušur[harrow]N"
"P346714",99,"r iii 21'","gur[rim]N","{ŋeš}gur₂",0,"gur[rim]N"
"P409466",3,"o 2","Magurnubzu[1]ON","{ŋeš}ma₂-{d}gur₈-nu-ub-zu",0,"Magurnubzu[1]ON"
"P250736",232,"r ii 36","burzi[bowl]N utu[~cereal]N","{dug}bur-zi utu₂",0,"burzi[bowl]N_utu[~cereal]N"
"Q000039",413,"368","umbin[wheel]N margida[cart]N","{ŋeš}umbin mar-gid₂-da",0,"umbin[wheel]N_margida[cart]N"
"P247864",313,"o v 61","ma[ship]N e-tab-ba[NA]NA x-na[NA]NA","{ŋeš}ma₂ e-tab-ba x-na",0,"ma[ship]N_e-tab-ba[NA]NA_x-na[NA]NA"
"P250736",287,"r iv 5","x[NA]NA dah[NA]NA","x dah",0,"x[NA]NA_dah[NA]NA"
"P492330",37,"r i 7'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P347814",20,"a i 35'","saŋkul[bolt]N","{ŋeš}saŋ-kul",0,"saŋkul[bolt]N"
"P250736",51,"o ii 23","{gi}ub-da[NA]NA","{gi}ub-da",0,"{gi}ub-da[NA]NA"
"Q000039",417,"372","manhara[vessel]N margida[cart]N","{ŋeš}nam-ha-ru-um mar-gid₂-da",0,"manhara[vessel]N_margida[cart]N"
"P273880",72,"a iii 3'","manhara[vessel]N margida[cart]N","{ŋeš}ma-an-hara₅ mar-gid₂-da",0,"manhara[vessel]N_margida[cart]N"
"P271301",245,"o v 18'","guza[chair]N munus[woman]N","{ŋeš}gu-za munus",0,"guza[chair]N_munus[woman]N"
"P432448",20,"o 14'","ŋeštinguruma[~vine]N","{ŋeš}ŋeštin-gurum-ma",0,"ŋeštinguruma[~vine]N"
"Q000001",135,"135","maš[goat]N saŋ[head]N","maš₂ saŋ",0,"maš[goat]N_saŋ[head]N"
"P459217",129,"r i 16'","mašgurum[plant]N","{ŋeš}maš-gurum",0,"mašgurum[plant]N"
"P459216",12,"i 10","ŋeštin[vine]N","{ŋeš}ŋeštin",0,"ŋeštin[vine]N"
"Q000039",607,"547","dala[thorn]N","{ŋeš}dala₂(|IGI.NI|)",0,"dala[thorn]N"
"P271911",13,"o i 7'","ig[door]N usuh[tree]N","ig {ŋeš}u₃-suh₅",0,"ig[door]N_usuh[tree]N"
"P332934",376,"r iv 10'","margida[cart]N Elam[1]GN","{ŋeš}mar-gid₂-da elam-ma{ki}",0,"margida[cart]N_Elam[1]GN"
"P250736",266,"r iii 27","gurgur[vessel]N a[water]N","{dug}gur₄-gur₄ a",0,"gurgur[vessel]N_a[water]N"
"P459223",2,"2","ušub[brick-mold]N sal[thin]V/i","{ŋeš}u₃-šub sal",0,"ušub[brick-mold]N_sal[thin]V/i"
"P247864",337,"o vi 21","pana[bow]N x-x[NA]NA tab[burn]V/t","{ŋeš}pana x-x tab",0,"pana[bow]N_x-x[NA]NA_tab[burn]V/t"
"P429504",22,"o iii' 3","kišig[acacia]N","{ŋeš}kišig",0,"kišig[acacia]N"
"Q000039",248,"212","ŋirigub[footstool]N {d}lama[NA]NA","{ŋeš}ŋiri₃-gub {d}lama",0,"ŋirigub[footstool]N_{d}lama[NA]NA"
"P459217",3,"unknown","unknown","unknown",2,"unknown"
"Q000001",85,"85","udu[sheep]N dimma[~sheep]N","udu dimₓ(BALAŊ)-ma",0,"udu[sheep]N_dimma[~sheep]N"
"P370399",100,"o iii 39'","x[NA]NA apin[plow]N","x apin",0,"x[NA]NA_apin[plow]N"
"P273880",123,"a iv 11'","mud[tube]N","{ŋeš}mud",0,"mud[tube]N"
"P247864",52,"o i 49","peš[fig]N","{ŋeš}peš₃",0,"peš[fig]N"
"P347814",135,"b ii 19'","negipum[tool]N","{ŋeš}ne-gi-pu-um",0,"negipum[tool]N"
"P271301",349,"r ii 33","naŋa[mortar]N esir[bitumen]N ea[~bitumen]N","{ŋeš}naŋa₃ esir e₃-a",0,"naŋa[mortar]N_esir[bitumen]N_ea[~bitumen]N"
"P347814",20,"a i 35'","saŋkul[bolt]N","{ŋeš}saŋ-kul",0,"saŋkul[bolt]N"
"P250736",124,"o iv 17","masab[basket]N ninda[bread]N","{gi}ma-sa₂-ab ninda",0,"masab[basket]N_ninda[bread]N"
"Q000001",325,"325","niŋki[herd]N","niŋ₂-ki",0,"niŋki[herd]N"
"P271911",515,"r iii 46","saŋ[head]N ŋeš[tree]N","saŋ ŋeš",0,"saŋ[head]N_ŋeš[tree]N"
"P388265",351,"r v 41","illar[weapon]N","{ŋeš}illar",0,"illar[weapon]N"
"Q000039",482,"431","malalum[container]N","{ŋeš}malla(BU)",0,"malalum[container]N"
"P273880",631,"d i 4'","gazinbu[pole]N","{ŋeš}gazinbu",0,"gazinbu[pole]N"
"Q000001",32,"32","udu[sheep]N du[push]V/t","udu du₇-du₇",0,"udu[sheep]N_du[push]V/t"
"P273880",300,"b iii 24","mar[shovel]N gir[oven]N","{ŋeš}mar gir₄",0,"mar[shovel]N_gir[oven]N"
"P271911",497,"r iii 32","x[NA]NA","x",0,"x[NA]NA"
"P271911",599,"r iv 54","x[NA]NA","x",0,"x[NA]NA"
"P459217",126,"r i 13'","anta[tree]N","{ŋeš}an-ta",0,"anta[tree]N"
"P346714",107,"r iii 29'","alšub[tool]N","{ŋeš}al-šub",0,"alšub[tool]N"
"Q000039",59,"51","mes[tree]N Meluhha[1]GN","{ŋeš}mes me-luh-ha",0,"mes[tree]N_Meluhha[1]GN"
"P299494",2,"2","na[box]N gal[big]V/i","{ŋeš}na gal",0,"na[box]N_gal[big]V/i"
"P271911",125,"o ii 46","gur[rim]N balaŋ[instrument]N","gur₂ balaŋ",0,"gur[rim]N_balaŋ[instrument]N"
"Q000039",127,"104","pešbandazi[offshoot]N ŋešnimbar[palm]N","{ŋeš}peš-banda₃-zi ŋešnimbar",0,"pešbandazi[offshoot]N_ŋešnimbar[palm]N"
"P253866",111,"r i 14","x-x[NA]NA","x-x",0,"x-x[NA]NA"
"Q000039",189,"156","{ŋeš}HUB₂[NA]NA","{ŋeš}HUB₂",0,"{ŋeš}HUB₂[NA]NA"
"P228196",12,"12","matgan[stand]N","{ŋeš}mat-gan",0,"matgan[stand]N"
"P273880",327,"b iii 55","{ŋeš}$RU[NA]NA x-x[NA]NA","{ŋeš}$RU x-x",0,"{ŋeš}$RU[NA]NA_x-x[NA]NA"
"P271911",427,"r ii 33","uzu[flesh]N la[hang]V/t","uzu la₂",0,"uzu[flesh]N_la[hang]V/t"
"P271792",4,"o 1'","x[NA]NA","x",0,"x[NA]NA"
"P347814",88,"b i 13'","niŋkud[~plowshare]N apin[plow]N","{ŋeš}niŋ₂-kud apin",0,"niŋkud[~plowshare]N_apin[plow]N"
"P251495",4,"4","al[hoe]N saŋ[head]N ŋal[be]V/i","{ŋeš}al saŋ ŋal₂",0,"al[hoe]N_saŋ[head]N_ŋal[be]V/i"
"Q000001",41,"41","udu[sheep]N siʾilla[inspection]N","udu si-il-la₂",0,"udu[sheep]N_siʾilla[inspection]N"
"P250364",81,"o v 2","{ŋeš}niŋ₂-x-x[NA]NA","{ŋeš}niŋ₂-x-x",0,"{ŋeš}niŋ₂-x-x[NA]NA"
"P437074",169,"c ii 2'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"Q000039",60,"51a","mes[tree]N al₂[NA]NA","{ŋeš}mes al₂",0,"mes[tree]N_al₂[NA]NA"
"P273880",201,"b i 51'","targul[pole]N","{ŋeš}dar-kak",0,"targul[pole]N"
"P271911",565,"unknown","unknown","unknown",1,"unknown"
