"id_text","id_line","label","lemma","base","skip","entry"
"P447996",229,"unknown","unknown","unknown",2,"unknown"
"P271301",333,"r ii 17","murzanum[wooden-object]N","{ŋeš}u₅-za-nu-um",0,"murzanum[wooden-object]N"
"P271301",128,"o iii 16","ilianum[tree]N","{ŋeš}i-li-ia-nu-um",0,"ilianum[tree]N"
"P247864",352,"o vi 36","mar[shovel]N šu[hand]N","{ŋeš}mar šu",0,"mar[shovel]N_šu[hand]N"
"P247864",216,"o iv 27","kirid[clasp]N","{ŋeš}kirid(EZEN)",0,"kirid[clasp]N"
"P388265",340,"r v 25","ušub[brick-mold]N šeg[brick]N","{ŋeš}u₃-šub sig₄",0,"ušub[brick-mold]N_šeg[brick]N"
"Q000039",639,"573","{ŋeš}KID[NA]NA tukul[weapon]N mah[great]V/i","{ŋeš}KID tukul mah",0,"{ŋeš}KID[NA]NA_tukul[weapon]N_mah[great]V/i"
"P271771",82,"o v 12","{ŋeš}a[NA]NA arina[madder]N","{ŋeš}a i-ri₉-an-na",0,"{ŋeš}a[NA]NA_arina[madder]N"
"P250736",64,"o ii 38","muru[mat]N","{gi}muruₓ(|KID.MAH|)",0,"muru[mat]N"
"P253228",31,"o ii 12","al[hoe]N zu[tooth]N min[two]NU","{ŋeš}al zu₂ min",0,"al[hoe]N_zu[tooth]N_min[two]NU"
"Q000001",420,"419","uzu[flesh]N zukešed[knot]N gumur[spine]N","uzu zu₂-kešda gu₂-mur₇",0,"uzu[flesh]N_zukešed[knot]N_gumur[spine]N"
"P459217",47,"ii 23'","KID.da[twig]N si[NA]NA","{ŋeš}KID-da si",0,"KID.da[twig]N_si[NA]NA"
"P447996",65,"o iv 34","ŋeštin[vine]N giggi[black]V/i","{ŋeš}ŋeštin giggi",0,"ŋeštin[vine]N_giggi[black]V/i"
"P429503",8,"o i 5","šagkal[tree]N","{ŋeš}šag₄-ul₄",0,"šagkal[tree]N"
"Q000039",598,"539","ellaŋdu[trap]N","{ŋeš}ellaŋ₂-du",0,"ellaŋdu[trap]N"
"P447996",116,"o v 41","ŋešnimbar[palm]N šeŋ[cook]V/t","{ŋeš}ŋešnimbar šeŋ₆",0,"ŋešnimbar[palm]N_šeŋ[cook]V/t"
"Q000001",377,"376","balgi[turtle]N","ba-al-gi₄",0,"balgi[turtle]N"
"P346714",5,"r i 01'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P253233",18,"o ii 1","dilim[spoon]N","{ŋeš}dilim₂",0,"dilim[spoon]N"
"P332934",32,"o i 28","peš[fig]N Subir[1]GN","{ŋeš}peš₃ su-bir₄{ki}",0,"peš[fig]N_Subir[1]GN"
"P347814",144,"b ii 28'","maršu[spade]N","{ŋeš}mar-šu",0,"maršu[spade]N"
"Q000001",94,"94","udu[sheep]N kadra[gift]N","udu kadra(|GAR.ŠA₃.A|)",0,"udu[sheep]N_kadra[gift]N"
"P332934",372,"r iv 6'","eš[rope]N usan[whip]N anše[equid]N","{ŋeš}eš₂ usan₃ anše",0,"eš[rope]N_usan[whip]N_anše[equid]N"
"P273880",360,"b iv 23","ŋidru[scepter]N harmušen[snare]N","{ŋeš}ŋidru har-mušen-na",0,"ŋidru[scepter]N_harmušen[snare]N"
"P271911",125,"o ii 46","gur[rim]N balaŋ[instrument]N","gur₂ balaŋ",0,"gur[rim]N_balaŋ[instrument]N"
"P273880",454,"c i 59","zigan[rudder]N","{ŋeš}zi-kam₃",0,"zigan[rudder]N"
"P273880",531,"c iii 16","{ŋeš}x-x[NA]NA ŋešnimbar[palm]N","{ŋeš}x-x ŋešnimbar",0,"{ŋeš}x-x[NA]NA_ŋešnimbar[palm]N"
"P388265",342,"r v 27","ušub[brick-mold]N arhum[half-brick]N","{ŋeš}u₃-šub ar-hu-um",0,"ušub[brick-mold]N_arhum[half-brick]N"
"P228096",15,"o i 13","garig[comb]N saŋdu[head]N","{ŋeš}ga-rig₂ saŋ-du",0,"garig[comb]N_saŋdu[head]N"
"P271301",73,"o ii 21","kur[wood]N","{ŋeš}kur",0,"kur[wood]N"
"P224996",6,"o i 3","guza[chair]N sirda[cnne]N","{ŋeš}gu-za sir₂-da",0,"guza[chair]N_sirda[cnne]N"
"P388265",213,"r ii 41","lubi[ax]N","{ŋeš}li-bi-da",0,"lubi[ax]N"
"P388265",58,"iii 7","lamgal[nut]N","{ŋeš}lam-gal",0,"lamgal[nut]N"
"P273880",197,"b i 47'","saŋdu[beam]N","{ŋeš}saŋ-du",0,"saŋdu[beam]N"
"Q000039",446,"397","nukušu[~door]N kita[lower]AJ","{ŋeš}nu-kuš₂-u₃ ki-ta",0,"nukušu[~door]N_kita[lower]AJ"
"P250736",230,"r ii 34","burzi[bowl]N niŋzid[righteousness]N","{dug}bur-zi niŋ₂-zid-da",0,"burzi[bowl]N_niŋzid[righteousness]N"
"P247864",13,"o i 10","lam[tree]N","{ŋeš}lam",0,"lam[tree]N"
"P273880",33,"unknown","unknown","unknown",999,"unknown"
"Q000001",53,"53","udu[sheep]N barŋal[~sheep]N","udu bar-ŋal₂",0,"udu[sheep]N_barŋal[~sheep]N"
"P349171",5,"unknown","unknown","unknown",999,"unknown"
"P447996",186,"r ii 23","ma[ship]N si[horn]N limmu[four]NU","{ŋeš}ma₂ si limmu₂",0,"ma[ship]N_si[horn]N_limmu[four]NU"
"P250736",128,"o iv 21","dur[ax]N dili[single]V/i","{gi}dur₁₀ dili",0,"dur[ax]N_dili[single]V/i"
"P253874",10,"o 7","umbin[wheel]N gigir[chariot]N","{ŋeš}umbin gigir",0,"umbin[wheel]N_gigir[chariot]N"
"P271911",343,"unknown","unknown","unknown",1,"unknown"
"Q000039",776,"705","argibil[structure]N","{ŋeš}ar-gibil₂",0,"argibil[structure]N"
"P250736",42,"o ii 14","gi[reed]N kešed[bind]V/t","gi keš₂",0,"gi[reed]N_kešed[bind]V/t"
"P250736",156,"r i 10","ig[door]N guruš[cut]V/t","{gi}ig guru₅",0,"ig[door]N_guruš[cut]V/t"
"P271771",64,"o iv 20","{ŋeš}lagab[NA]NA ŋešnimbar[palm]N","{ŋeš}lagab ŋešnimbar",0,"{ŋeš}lagab[NA]NA_ŋešnimbar[palm]N"
"P250736",82,"o iii 16","gigur[container]N šu[hand]N šub[fall]V/t","gi-gur šu šub",0,"gigur[container]N_šu[hand]N_šub[fall]V/t"
"P250736",51,"o ii 23","{gi}ub-da[NA]NA","{gi}ub-da",0,"{gi}ub-da[NA]NA"
"P250364",121,"r ii 6'","kunsig[bristle]N","{ŋeš}kun-zi",0,"kunsig[bristle]N"
"P235262",32,"c ii 5'","dilim[spoon]N","{ŋeš}dilim₂",0,"dilim[spoon]N"
"P271320",25,"o i 17'","guza[chair]N gar[knob]N zabar[bronze]N ŋar[place]V/t","{ŋeš}gu-za gar₃ zabar ŋar",0,"guza[chair]N_gar[knob]N_zabar[bronze]N_ŋar[place]V/t"
"P230849",8,"r 4","numun[seed]N asal[poplar]N","{ŋeš}numun asal₂",0,"numun[seed]N_asal[poplar]N"
"P459216",63,"iii 2","šag[heart]N ŋešnimbar[palm]N","{ŋeš}šag₄ ŋešnimbar",0,"šag[heart]N_ŋešnimbar[palm]N"
"P253228",70,"r ii 9'","ŋeštin[vine]N","{ŋeš}ŋeštin",0,"ŋeštin[vine]N"
"P332939",59,"r ii' 3'","{ŋeš}šir-x[NA]NA margida[cart]N","{ŋeš}šir-x mar-gid₂-da",0,"{ŋeš}šir-x[NA]NA_margida[cart]N"
"P347814",235,"c ii 41'","{ŋeš}x[NA]NA zamin[lyre]N","{ŋeš}x za₃-mi₂",0,"{ŋeš}x[NA]NA_zamin[lyre]N"
"P346714",11,"r i 07'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"Q000039",79,"62","urzinum[tree]N","{ŋeš}ur-zi-num₂",0,"urzinum[tree]N"
"Q000039",670,"604","miritum[instrument]N","{ŋeš}mi-ri₂-tum",0,"miritum[instrument]N"
"P273880",715,"d iii 6'","zana[doll]N","{ŋeš}za-na",0,"zana[doll]N"
"Q000039",438,"391","barda[crossbar]N ig[door]N","{ŋeš}bar-da₃ ig",0,"barda[crossbar]N_ig[door]N"
"Q000039",319,"281","ma[ship]N nimin[forty]NU gur[unit]N","{ŋeš}ma₂ nimin gur",0,"ma[ship]N_nimin[forty]NU_gur[unit]N"
"P332934",18,"o i 14","ŋeš[tree]N gunu[speckled]V/i","ŋeš gun₃",0,"ŋeš[tree]N_gunu[speckled]V/i"
"P437074",157,"c i 22'","bad[leg]N ŋešnud[bed]N","{ŋeš}bad nud",0,"bad[leg]N_ŋešnud[bed]N"
"Q000001",465,"463","uzu[flesh]N šakanka[market]N","uzu šakanka",0,"uzu[flesh]N_šakanka[market]N"
"P388265",87,"iv 4","KID.da[twig]N","{ŋeš}KID-da",0,"KID.da[twig]N"
"Q000001",43,"43","udu[sheep]N zusiga[~sheep]N","udu zu₂-si-ga",0,"udu[sheep]N_zusiga[~sheep]N"
"P250364",109,"r i 9'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P332934",25,"o i 21","ŋeštin[vine]N sur[press]V/t","{ŋeš}ŋeštin sur",0,"ŋeštin[vine]N_sur[press]V/t"
"P447996",185,"r ii 22","Maʾidnirŋal[1]ON","{ŋeš}ma₂-id₂-da-nir-ŋal₂",0,"Maʾidnirŋal[1]ON"
