"id_text","id_line","label","lemma","base","skip","entry"
"P332934",124,"o ii 41","mes[tree]N giggi[black]V/i","{ŋeš}mes giggi",0,"mes[tree]N_giggi[black]V/i"
"Q000039",393,"350","{ŋeš}ama[NA]NA usan[whip]N","{ŋeš}ama usan₃",0,"{ŋeš}ama[NA]NA_usan[whip]N"
"Q000001",410,"409","uzu[flesh]N aš₂-du[NA]NA","uzu aš₂-du",0,"uzu[flesh]N_aš₂-du[NA]NA"
"P347814",162,"c i 17'","ŋisal[rudder]N šu[hand]N","{ŋeš}ŋisal šu",0,"ŋisal[rudder]N_šu[hand]N"
"P273880",540,"c iii 25","ŋešnimbar[palm]N dud[mound]N kug[pure]V/i","{ŋeš}ŋešnimbar du₆ kug",0,"ŋešnimbar[palm]N_dud[mound]N_kug[pure]V/i"
"P370399",165,"o v 19'","malalum[container]N","{ŋeš}malla(BU)",0,"malalum[container]N"
"P459218",50,"unknown","unknown","unknown",1,"unknown"
"P271301",204,"o iv 38","kišighar[tree]N","{ŋeš}kišig-ah-ha",0,"kišighar[tree]N"
"P271911",398,"unknown","unknown","unknown",1,"unknown"
"P271911",193,"o iii 37'","a[arm]N apin[plow]N","a₂ apin",0,"a[arm]N_apin[plow]N"
"P492330",39,"r i 9'","{ŋeš}KA-x-x[NA]NA","{ŋeš}KA-x-x",0,"{ŋeš}KA-x-x[NA]NA"
"P251649",8,"o 7","gur[rim]N harmušen[snare]N","{ŋeš}gur₂ har-mušen-na",0,"gur[rim]N_harmušen[snare]N"
"P247864",196,"o iv 7","gag[nail]N šudul[yoke]N gigir[chariot]N","{ŋeš}gag šu₂-dul₄ gigir",0,"gag[nail]N_šudul[yoke]N_gigir[chariot]N"
"P346714",124,"r iv 04'","niŋ[thing]N ya[five]NU sila[unit]N","{ŋeš}niŋ₂ ia₂ sila₃",0,"niŋ[thing]N_ya[five]NU_sila[unit]N"
"P370399",24,"o i 21'","x[NA]NA ŋešnimbar[palm]N","x ŋešnimbar",0,"x[NA]NA_ŋešnimbar[palm]N"
"P332934",274,"unknown","unknown","unknown",999,"unknown"
"P459216",7,"i 5","ŋešgana[tree]N babbar[white]V/i","ŋeš-kin₂ babbar",0,"ŋešgana[tree]N_babbar[white]V/i"
"Q000039",660,"594","sugin[rot]N","{ŋeš}sugin(BAD)",0,"sugin[rot]N"
"Q000001",491,"487a","uzu[flesh]N sa[sinew]N hal[thigh]N","uzu sa hal",0,"uzu[flesh]N_sa[sinew]N_hal[thigh]N"
"Q000001",89,"89","udu[sheep]N šud[prayer]N","udu šud₃",0,"udu[sheep]N_šud[prayer]N"
"P388265",241,"r iii 20","ŋešnud[bed]N Uri[Akkad]GN gada[with]N","ŋeš-nud uri ga-da",0,"ŋešnud[bed]N_Uri[Akkad]GN_gada[with]N"
"P253866",76,"o iii 9'","u[sleep]N ku[place]V/t","{ŋeš}u₃ ku",0,"u[sleep]N_ku[place]V/t"
"P273880",489,"c ii 33","ma[ship]N u[ten]NU gur[unit]N","{ŋeš}ma₂ u gur",0,"ma[ship]N_u[ten]NU_gur[unit]N"
"Q000039",335,"295","Magurnubzu[1]ON","{ŋeš}ma₂-gur₈-nu-ub-zu",0,"Magurnubzu[1]ON"
"P235262",123,"d ii 28'","saŋkul[bolt]N margida[cart]N","{ŋeš}saŋ-kul mar-gid₂-da",0,"saŋkul[bolt]N_margida[cart]N"
"Q000039",215,"181","guza[chair]N malah[sailor]N","{ŋeš}gu-za ma₂-lah₄",0,"guza[chair]N_malah[sailor]N"
"P271911",259,"o iv 26","eš[three]NU sila[unit]N","eš₅ sila₃",0,"eš[three]NU_sila[unit]N"
"P432448",20,"o 14'","ŋeštinguruma[~vine]N","{ŋeš}ŋeštin-gurum-ma",0,"ŋeštinguruma[~vine]N"
"P273880",360,"b iv 23","ŋidru[scepter]N harmušen[snare]N","{ŋeš}ŋidru har-mušen-na",0,"ŋidru[scepter]N_harmušen[snare]N"
"P247864",223,"o iv 34","zara[pivot]N x[NA]NA ig[door]N","{ŋeš}za-ra x ig",0,"zara[pivot]N_x[NA]NA_ig[door]N"
"P388265",181,"r ii 8","KI.KAL[bottom]N margida[cart]N","{u₂}sasₓ(|KI.KAL|) mar-gid₂-da",0,"KI.KAL[bottom]N_margida[cart]N"
"P251649",11,"o 10","igiŋal[sign]N","{ŋeš}igi-ŋal₂",0,"igiŋal[sign]N"
"P388330",11,"r 9","{ŋeš}man-na-kam[NA]NA","{ŋeš}man-na-kam",0,"{ŋeš}man-na-kam[NA]NA"
"Q000001",1,"1","udu[sheep]N niga[fattened]V/i","udu niga",0,"udu[sheep]N_niga[fattened]V/i"
"P370399",82,"o iii 21","banšurzagŋara[table]N","{ŋeš}banšur-zag-ŋar-ra",0,"banšurzagŋara[table]N"
"P459216",37,"ii 5","manu[wood]N duru[wet]V/i","{ŋeš}ma-nu duru₅",0,"manu[wood]N_duru[wet]V/i"
"P388265",95,"iv 12","ŋešnimbar[palm]N dar[split]V/t","{ŋeš}ŋešnimbar dar",0,"ŋešnimbar[palm]N_dar[split]V/t"
"P247864",223,"o iv 34","zara[pivot]N x[NA]NA ig[door]N","{ŋeš}za-ra x ig",0,"zara[pivot]N_x[NA]NA_ig[door]N"
"P388265",53,"iii 2","ildag[poplar]N šitan[water-channel]N","{ŋeš}ildag₂ šita₃",0,"ildag[poplar]N_šitan[water-channel]N"
"Q000039",251,"215","ŋeš.nud.AŠ.nud[bed]N","ŋeš-nud-AŠ-nud",0,"ŋeš.nud.AŠ.nud[bed]N"
"P388265",22,"i 24","šeš[object]N","{ŋeš}šeš",0,"šeš[object]N"
