"id_text","id_line","label","lemma","base","skip","entry"
"P459217",130,"r i 17'","guruʾuš[tree-trunk]N","{ŋeš}guruš-uš",0,"guruʾuš[tree-trunk]N"
"P235262",123,"d ii 28'","saŋkul[bolt]N margida[cart]N","{ŋeš}saŋ-kul mar-gid₂-da",0,"saŋkul[bolt]N_margida[cart]N"
"P273712",20,"r i 10","ušub[brick-mold]N","{ŋeš}u₃-šub",0,"ušub[brick-mold]N"
"P247864",100,"o ii 37","šedug[tree]N","{ŋeš}še-dug₃",0,"šedug[tree]N"
"P459216",18,"i 16","hašhur[apple]N","{ŋeš}hašhur",0,"hašhur[apple]N"
"P347814",37,"a ii 8'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P271771",38,"o iii 15","mirišŋara[tree]N","{ŋeš}mi-ri₂-iš-ma-nu-um",0,"mirišŋara[tree]N"
"P250371",13,"r 2","gag[nail]N mud[tube]N gigir[chariot]N","{ŋeš}gag mud gigir",0,"gag[nail]N_mud[tube]N_gigir[chariot]N"
"P253228",58,"r i 22","{ŋeš}x[NA]NA maš[twin]N","{ŋeš}x maš",0,"{ŋeš}x[NA]NA_maš[twin]N"
"Q000001",439,"438","uzu[flesh]N šag[heart]N Eninnu[1]TN","uzu šag₄ e₂-ninnu",0,"uzu[flesh]N_šag[heart]N_Eninnu[1]TN"
"P271301",409,"r iii 42","mete[appropriate-thing]N ma[ship]N","{ŋeš}me-te ma₂",0,"mete[appropriate-thing]N_ma[ship]N"
"P429503",120,"r i' 24'","tukul[weapon]N naŋasikaz[pestle]N","{ŋeš}tukul naŋa₃-si₃-gaz",0,"tukul[weapon]N_naŋasikaz[pestle]N"
"Q000001",478,"475","uzu[flesh]N birri[kidney]N","uzu bir-ri",0,"uzu[flesh]N_birri[kidney]N"
"P459217",178,"r iv 12","guza[chair]N gar[knob]N","{ŋeš}gu-za gar₃",0,"guza[chair]N_gar[knob]N"
"Q000039",185,"154","ba[tool]N še[barley]N","{ŋeš}ba še",0,"ba[tool]N_še[barley]N"
"P273880",331,"b iii 59","sigsig[musical-instrument]N eban[pair]N","{ŋeš}sig₃-sig₃ e₂-pa-an",0,"sigsig[musical-instrument]N_eban[pair]N"
"P459217",137,"unknown","unknown","unknown",6,"unknown"
"P347814",92,"b i 17'","{ŋeš}x[NA]NA apin[plow]N","{ŋeš}x apin",0,"{ŋeš}x[NA]NA_apin[plow]N"
"P447996",123,"r i 5","ŋešnimbar[palm]N lipiš[innards]N bur[tear]V/t","{ŋeš}ŋešnimbar lipiš bur₁₂",0,"ŋešnimbar[palm]N_lipiš[innards]N_bur[tear]V/t"
"P447996",189,"r ii 26","ma[ship]N tur[small]V/i","{ŋeš}ma₂ tur",0,"ma[ship]N_tur[small]V/i"
"P347814",280,"d ii 8'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P273880",484,"c ii 28","ma[ship]N ninnu[fifty]NU gur[unit]N","{ŋeš}ma₂ ninnu gur",0,"ma[ship]N_ninnu[fifty]NU_gur[unit]N"
"P228105",8,"o i 6'","sumungi[tool]N","{ŋeš}šu-me-gin₇",0,"sumungi[tool]N"
"Q000039",619,"554b","illar[weapon]N DU@s[NA]NA DU-a[NA]NA","{ŋeš}illar DU@s DU-a",0,"illar[weapon]N_DU@s[NA]NA_DU-a[NA]NA"
"P388265",263,"r iv 3","{ŋeš}x-x[NA]NA","{ŋeš}x-x",0,"{ŋeš}x-x[NA]NA"
"P273880",653,"d i 36'","ŋeš[tree]N kud[cut]V/t","ŋeš kud",0,"ŋeš[tree]N_kud[cut]V/t"
"P271911",156,"o iii 6'","apin[plow]N gud[ox]N limmu[four]NU","apin gud limmu₂",0,"apin[plow]N_gud[ox]N_limmu[four]NU"
"P370399",142,"o iv 39'","suku[pole]N ig[door]N","{ŋeš}suku₅ ig",0,"suku[pole]N_ig[door]N"
"P271911",158,"o iii 8'","apin[plow]N kešed[bind]V/t","apin {+ki}keš-d·a",0,"apin[plow]N_kešed[bind]V/t"
"P247864",354,"o vi 38","{ŋeš}x-x-ni[NA]NA","{ŋeš}x-x-ni",0,"{ŋeš}x-x-ni[NA]NA"
"P247864",18,"o i 15","ŋešgana[tree]N giggi[black]V/i","ŋeš-kin₂ giggi",0,"ŋešgana[tree]N_giggi[black]V/i"
"Q000039",488,"436","ŋešrin[scales]N","ŋeš-rin₂",0,"ŋešrin[scales]N"
