"id_text","id_line","label","lemma","base","skip","entry"
"P271911",9,"o i 3'","ig[door]N abula[gate]N","ig abul",0,"ig[door]N_abula[gate]N"
"P459217",138,"r ii 7'","{ŋeš}kar₂-bi[NA]NA","{ŋeš}kar₂-bi",0,"{ŋeš}kar₂-bi[NA]NA"
"P332930",19,"b.e. 3","ma[ship]N kud[cut]V/t","{ŋeš}ma₂ kud",0,"ma[ship]N_kud[cut]V/t"
"Q000001",313,"313","durah[goat]N","durah",0,"durah[goat]N"
"P273880",286,"b iii 10","kaŋeškarak[table]N urud[copper]N","{ŋeš}ka-kara₄ urud",0,"kaŋeškarak[table]N_urud[copper]N"
"P271911",176,"unknown","unknown","unknown",1,"unknown"
"P250736",213,"r ii 17","{dug}x-GIR₃[NA]NA","{dug}x-GIR₃",0,"{dug}x-GIR₃[NA]NA"
"P370399",73,"o iii 12'","umbin[base]N guza[chair]N","{ŋeš}umbin gu-za",0,"umbin[base]N_guza[chair]N"
"P273880",360,"b iv 23","ŋidru[scepter]N harmušen[snare]N","{ŋeš}ŋidru har-mušen-na",0,"ŋidru[scepter]N_harmušen[snare]N"
"P250736",76,"o iii 10","gigur[container]N bisaŋ[basket]N","gi-gur {ŋeš}bisaŋ",0,"gigur[container]N_bisaŋ[basket]N"
"P271320",16,"unknown","unknown","unknown",1,"unknown"
"Q000039",547,"491","zirigum[irrigation-device]N","{ŋeš}zi-ri₂-gum",0,"zirigum[irrigation-device]N"
"P247864",271,"o v 19","šu[handle]N","{ŋeš}šu",0,"šu[handle]N"
"X100003",31,"r 15","peš[fig]N šergu[string]N","{ŋeš}peš₃ še-er-kum",0,"peš[fig]N_šergu[string]N"
"P271301",212,"o iv 46","zarraštum[plant]N","{ŋeš}zar-aš-tum",0,"zarraštum[plant]N"
"Q000001",47,"47","udu[sheep]N mašdarea[payment]N","udu maš₂-da-ri",0,"udu[sheep]N_mašdarea[payment]N"
"P250364",142,"r iii 8'","{ŋeš}x-x[NA]NA","{ŋeš}x-x",0,"{ŋeš}x-x[NA]NA"
"P273880",598,"c iv 32","hilum[resin]N","{ŋeš}hi-lum",0,"hilum[resin]N"
"P271301",455,"r iv 36","DUB.du₃[~vehicle]N šag[heart]N","{ŋeš}kišib₃-du₃ šag₄",0,"DUB.du₃[~vehicle]N_šag[heart]N"
"P271911",475,"r iii 14","tukul[weapon]N lugal[king]N","tukul lugal",0,"tukul[weapon]N_lugal[king]N"
"P370399",41,"o ii 14'","{ŋeš}GIR₂+KI[NA]NA","{ŋeš}GIR₂+KI",0,"{ŋeš}GIR₂+KI[NA]NA"
"P437074",171,"c ii 4'","buniŋ[trough]N","{ŋeš}buniŋ",0,"buniŋ[trough]N"
"P271911",236,"o iv 9","namnutare[~irrigation]N","nam-lu₂-da-ri-a",0,"namnutare[~irrigation]N"
"Q000001",268,"268","muš[snake]N a[water]N","muš a",0,"muš[snake]N_a[water]N"
"P271911",315,"unknown","unknown","unknown",1,"unknown"
"P235262",57,"unknown","unknown","unknown",15,"unknown"
"P247864",207,"o iv 18","barbar[shuttle]N","{ŋeš}bar-x",0,"barbar[shuttle]N"
"P247864",88,"o ii 25","{ŋeš}še-luh-x[NA]NA","{ŋeš}še-luh-x",0,"{ŋeš}še-luh-x[NA]NA"
"P253233",18,"o ii 1","dilim[spoon]N","{ŋeš}dilim₂",0,"dilim[spoon]N"
"P235262",47,"c ii 23'","buniŋ[trough]N","{ŋeš}buniŋ",0,"buniŋ[trough]N"
"P253228",54,"r i 18","{ŋeš}gi-gid₂[NA]NA","{ŋeš}gi-gid₂",0,"{ŋeš}gi-gid₂[NA]NA"
"P429503",169,"r iii' 12'","ŋešdal[crossbar]N margida[cart]N","ŋeš-dal mar-gid₂-da",0,"ŋešdal[crossbar]N_margida[cart]N"
"P437074",10,"a ii 3'","x-um[NA]NA","x-um",0,"x-um[NA]NA"
"P459217",170,"r iv 4","x-du₃-a[NA]NA","x-du₃-a",0,"x-du₃-a[NA]NA"
"P459220",2,"1","ig[door]N","{ŋeš}ig",0,"ig[door]N"
"P271911",193,"o iii 37'","a[arm]N apin[plow]N","a₂ apin",0,"a[arm]N_apin[plow]N"
"P271911",392,"r ii 8","miritum[instrument]N","ma₂-ri-tum",0,"miritum[instrument]N"
"Q000039",111,"89","mud[stump]N ŋešnimbar[palm]N","{ŋeš}mud ŋešnimbar",0,"mud[stump]N_ŋešnimbar[palm]N"
"P273880",710,"d iii 1'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"Q000001",508,"504","uzu[flesh]N imma[vulva]N","uzu im-ma",0,"uzu[flesh]N_imma[vulva]N"
"Q000001",231,"231","amar[young]N mu[year]N 2(aš)[NA]NA","amar mu 2(aš)",0,"amar[young]N_mu[year]N_2(aš)[NA]NA"
"P250736",91,"o iii 25","gigurda[basket]N luʾurak[profession]N","gi-gur-da lu₂-ur₃-ra",0,"gigurda[basket]N_luʾurak[profession]N"
"P271911",490,"r iii 27","hal-me[NA]NA","hal-me",0,"hal-me[NA]NA"
"P332934",137,"o ii 54","tiʾarum[tree]N","{ŋeš}ti-ia-lum",0,"tiʾarum[tree]N"
"Q000039",529,"473","saŋ[head]N ŋušur[harrow]N","{ŋeš}saŋ gana₂-ur₃",0,"saŋ[head]N_ŋušur[harrow]N"
"P253238",5,"o 2'","šinig[tamarisk]N dili[single]V/i","{ŋeš}šinig dili",0,"šinig[tamarisk]N_dili[single]V/i"
"P346714",49,"r ii 17'","gag[nail]N nig[~plow]N apin[plow]N","{ŋeš}gag nig apin",0,"gag[nail]N_nig[~plow]N_apin[plow]N"
"P273880",220,"b ii 9","emerah[jug]N ŋeštug[ear]N","{ŋeš}emerahₓ(|U.U.HUB₂|) ŋeštug",0,"emerah[jug]N_ŋeštug[ear]N"
"P388265",296,"r iv 36","dur[balk]N","{ŋeš}dur",0,"dur[balk]N"
"Q000039",337,"297","u[planking]N ma[ship]N","{ŋeš}u₃ ma₂",0,"u[planking]N_ma[ship]N"
"P447996",137,"r i 19","zena[midrib]N ŋešnimbar[palm]N","{ŋeš}ze₂-an-na ŋešnimbar",0,"zena[midrib]N_ŋešnimbar[palm]N"
"P429503",104,"r i' 8'","{ŋeš}x[NA]NA","{ŋeš}x",0,"{ŋeš}x[NA]NA"
"P271771",26,"o iii 3","mes.TU[tree]N","{ŋeš}mes-TU",0,"mes.TU[tree]N"
"P459217",89,"iv 11","ligima[shoot]N ŋešnimbar[palm]N","{ŋeš}ligima ŋešnimbar",0,"ligima[shoot]N_ŋešnimbar[palm]N"
"P271771",86,"o v 16","ur[root]N gibil[new]V/i","{ŋeš}ur₂ gibil",0,"ur[root]N_gibil[new]V/i"
"Q000001",165,"165","sila[lamb]N ga[milk]N naŋ[drink]V/t","sila₄ ga naŋ",0,"sila[lamb]N_ga[milk]N_naŋ[drink]V/t"
"P273880",20,"a i 17'","ŋeštinguruma[~vine]N","{ŋeš}ŋeštin-gurum-ma",0,"ŋeštinguruma[~vine]N"
"P250364",102,"r i 2'","{ŋeš}LUH-x[NA]NA x[NA]NA","{ŋeš}LUH-x x",0,"{ŋeš}LUH-x[NA]NA_x[NA]NA"
"Q000039",125,"102","peš[frond]N ŋešnimbar[palm]N","{ŋeš}peš ŋešnimbar",0,"peš[frond]N_ŋešnimbar[palm]N"
"Q000001",364,"364","pešgi[rodent]N","peš₂-{ŋeš}gi",0,"pešgi[rodent]N"
