"id_text","id_line","label","lemma","base","skip","entry"
"P271911",549,"unknown","unknown","unknown",1,"unknown"
"P429503",130,"r ii' 6'","u[ride]V/t ma[ship]N","{ŋeš}u₅ ma₂",0,"u[ride]V/t_ma[ship]N"
"P272532",5,"o 3","guza[chair]N mes[tree]N","{ŋeš}gu-za {ŋeš}mes",0,"guza[chair]N_mes[tree]N"
"Q000039",90,"72","ŋešnimbar[palm]N gun[load]N","{ŋeš}ŋešnimbar gun₂",0,"ŋešnimbar[palm]N_gun[load]N"
"P492330",4,"o i 2","saŋkul[bolt]N la[hang]V/t","{ŋeš}saŋ-kul la₂-la₂",0,"saŋkul[bolt]N_la[hang]V/t"
"P271301",353,"r ii 37","emesig[plank]N","{ŋeš}eme-ši",0,"emesig[plank]N"
"P437074",98,"b iii 2'","guza[chair]N ki[place]N us[follow]V/t","{ŋeš}gu-za ki us₂",0,"guza[chair]N_ki[place]N_us[follow]V/t"
"P271301",238,"o v 11'","{ŋeš}ba-hub₂[NA]NA","{ŋeš}ba-hub₂",0,"{ŋeš}ba-hub₂[NA]NA"
"P273880",513,"c ii 58","ŋešnimbar[palm]N dar[split]V/t","{ŋeš}ŋešnimbar dar",0,"ŋešnimbar[palm]N_dar[split]V/t"
"P247864",305,"o v 53","anše[equid]N ma[ship]N","{ŋeš}anše ma₂",0,"anše[equid]N_ma[ship]N"
"P271301",15,"o i 12","šagkal[tree]N","{ŋeš}šag₄-kal",0,"šagkal[tree]N"
"P271911",620,"unknown","unknown","unknown",999,"unknown"
"P347814",119,"b ii 3'","harmušen[snare]N","{ŋeš}har-mušen",0,"harmušen[snare]N"
"P271911",233,"unknown","unknown","unknown",1,"unknown"
"P273880",616,"c iv 50","ellag[ball]N","{ŋeš}ellag",0,"ellag[ball]N"
"Q000001",59,"59","udu[sheep]N gabaria[offering]N","udu gaba-ri-a",0,"udu[sheep]N_gabaria[offering]N"
"P273880",539,"c iii 24","ŋešnimbar[palm]N sug[empty]V/i","{ŋeš}ŋešnimbar sug₄",0,"ŋešnimbar[palm]N_sug[empty]V/i"
"Q000039",50,"43","manu[wood]N šu[hand]N ak[do]V/t","{ŋeš}ma-nu šu ak",0,"manu[wood]N_šu[hand]N_ak[do]V/t"
"P447996",148,"r i 30","{ŋeš}šu-ku[NA]NA ŋešnimbar[palm]N","{ŋeš}šu-ku ŋešnimbar",0,"{ŋeš}šu-ku[NA]NA_ŋešnimbar[palm]N"
"P370399",148,"o v 2'","{ŋeš}LA-KAB-AB₂-DU[NA]NA","{ŋeš}LA-KAB-AB₂-DU",0,"{ŋeš}LA-KAB-AB₂-DU[NA]NA"
"P459217",158,"r iii 15","guza[chair]N x[NA]NA","{ŋeš}gu-za x",0,"guza[chair]N_x[NA]NA"
"P459216",124,"r ii 9'","banšurzaggula[table]N","{ŋeš}banšur-zag-gu-la₂",0,"banšurzaggula[table]N"
"P347814",123,"b ii 7'","šunir[emblem]N","{ŋeš}šu-nir",0,"šunir[emblem]N"
"P271911",70,"o i 48'","x[NA]NA","x",0,"x[NA]NA"
"P250736",115,"o iv 8","bisaŋ[basket]N imbabbar[gypsum]N šub[fall]V/t","{gi}bisaŋ im-babbar šub",0,"bisaŋ[basket]N_imbabbar[gypsum]N_šub[fall]V/t"
"P345549",4,"o 3","igi[eye]N umbin[wheel]N margida[cart]N","{ŋeš}igi umbin mar-gid₂-da",0,"igi[eye]N_umbin[wheel]N_margida[cart]N"
"P273880",286,"b iii 10","kaŋeškarak[table]N urud[copper]N","{ŋeš}ka-kara₄ urud",0,"kaŋeškarak[table]N_urud[copper]N"
"P271301",169,"unknown","unknown","unknown",3,"unknown"
"P253228",96,"r iii 13'","šagkal[tree]N","{ŋeš}šag₄-kal",0,"šagkal[tree]N"
"P247864",76,"o ii 13","{ŋeš}x-x[NA]NA ŋešnimbar[palm]N","{ŋeš}x-x ŋešnimbar",0,"{ŋeš}x-x[NA]NA_ŋešnimbar[palm]N"
"P447996",103,"o v 28","ligima[shoot]N","{ŋeš}ligima(|IGI.TUR.TUR|)",0,"ligima[shoot]N"
"P228105",23,"r ii 3","namuzum[a-tool]N","{ŋeš}na-mu-zum",0,"namuzum[a-tool]N"
"P388265",22,"i 24","šeš[object]N","{ŋeš}šeš",0,"šeš[object]N"
"P388265",367,"r vi 7","bandudu[basket]N","{ŋeš}ba-an-du₈",0,"bandudu[basket]N"
"P346897",4,"o 3","e[house]N usan[whip]N gigir[chariot]N","{ŋeš}e₂ usan₃ gigir",0,"e[house]N_usan[whip]N_gigir[chariot]N"
"P271911",282,"o iv 46","sa[net]N hurda[mat-door]N","sa hur-da",0,"sa[net]N_hurda[mat-door]N"
"Q000039",574,"517","ban[unit]N","{ŋeš}ba-an",0,"ban[unit]N"
"P332934",246,"o iv 17'","mašgurum[plant]N","{ŋeš}maš-gurum-ma",0,"mašgurum[plant]N"
"Q000001",234,"234","amar[young]N giggi[black]V/i","amar giggi",0,"amar[young]N_giggi[black]V/i"
"P253238",37,"r 14","nurma[pomegranate]N","{ŋeš}nu-ur₂-ma",0,"nurma[pomegranate]N"
"P272243",12,"o i' 8'","ŋešnimbar[palm]N Dilmun[1]GN","{ŋeš}ŋešnimbar dilmun",0,"ŋešnimbar[palm]N_Dilmun[1]GN"
"P459228",3,"o 2","lamtur[nut]N","{ŋeš}lam-tur",0,"lamtur[nut]N"
"P271301",22,"o i 19","ŋešbargana[bark]N","ŋeš-babbar",0,"ŋešbargana[bark]N"
"Q000039",225,"190","guza[chair]N esi[tree]N","{ŋeš}gu-za {ŋeš}esi",0,"guza[chair]N_esi[tree]N"
"P332934",234,"o iv 5'","{ŋeš}zar-x[NA]NA","{ŋeš}zar-x",0,"{ŋeš}zar-x[NA]NA"
"P247864",226,"o iv 37","{ŋeš}x[NA]NA gid[long]V/i ig[door]N","{ŋeš}x gid₂ ig",0,"{ŋeš}x[NA]NA_gid[long]V/i_ig[door]N"
"P429503",80,"o iii 19","ŋešnimbar[palm]N x[NA]NA","{ŋeš}ŋešnimbar x",0,"ŋešnimbar[palm]N_x[NA]NA"
"P332934",290,"r iii 17","ma[ship]N x[NA]NA","{ŋeš}ma₂ x",0,"ma[ship]N_x[NA]NA"
"Q000001",312,"312","šeŋbar[animal]N","šeŋ₉-bar",0,"šeŋbar[animal]N"
